医薬品コード,名称,薬価基準収載医薬品コード
610422046,エカテリシン錠１０　１０ｍｇ,2171020F2018
610422047,エカテリシン錠５　５ｍｇ,2171020F1011
610422063,エレナール錠１０ｍｇ,2171020F2018
610422064,エレナール錠５ｍｇ,2171020F1089
610422110,コバテンシン錠１０ｍｇ,2171020F2018
610422111,コバテンシン錠５ｍｇ,2171020F1011
610422121,シェトラゾーナ錠１０ｍｇ,2171020F2018
610422142,セタプリル錠５０ｍｇ,2144003F3021
610422163,ダウンテンシン錠１０　１０ｍｇ,2171020F2018
610422164,ダウンテンシン錠５　５ｍｇ,2171020F1011
610422193,ドスペロピン錠１０　１０ｍｇ,2171020F2018
610422194,ドスペロピン錠５　５ｍｇ,2171020F1011
610422210,ニトプレス錠１０ｍｇ,2171020F2018
610422211,ニトプレス錠５ｍｇ,2171020F1011
610422212,ニトレジック錠１０ｍｇ,2171020F2018
610422213,ニトレジック錠５ｍｇ,2171020F1011
610422214,ニルジピン錠１０　１０ｍｇ,2171020F2018
610422215,ニルジピン錠５　５ｍｇ,2171020F1011
610422225,バイニロード錠１０ｍｇ,2171020F2018
610422226,バイニロード錠５ｍｇ,2171020F1011
610422230,バロジピン錠１０　１０ｍｇ,2171020F2018
610422231,バロジピン錠５　５ｍｇ,2171020F1011
610431025,フロセミド細粒４％「ＥＭＥＣ」,2139005C1048
610432011,ブロプレス錠２　２ｍｇ,2149040F1026
610432012,ブロプレス錠４　４ｍｇ,2149040F2022
610432013,ブロプレス錠８　８ｍｇ,2149040F3029
610432014,ブロプレス錠１２　１２ｍｇ,2149040F4025
610432034,ルプラック錠４ｍｇ,2139009F1026
610432035,ルプラック錠８ｍｇ,2139009F2022
610433041,キサラートＬ錠１０ｍｇ,2171014G1194
610433042,キサラートＬ錠２０ｍｇ,2171014G2018
610433066,セナプリド錠２５ｍｇ,2144003F2130
610433067,セプリノック錠１２．５ｍｇ,2144003F1045
610433068,セプリノック錠２５ｍｇ,2144003F2149
610433069,セボチール錠２５　２５ｍｇ,2144003F2157
610433078,ダイタリック錠６０ｍｇ,2139008F1030
610433104,フロセミド錠２０「タイヨー」　２０ｍｇ,2139005F1044
610443042,ディオバン錠２０ｍｇ,2149041F1020
610443043,ディオバン錠４０ｍｇ,2149041F2027
610443044,ディオバン錠８０ｍｇ,2149041F3023
610444017,アスラーン錠１０ｍｇ,2144006F2045
610444028,エナラート錠５ｍｇ,2144002F2012
610444030,エナラプリル錠５ＭＥＥＫ　５ｍｇ,2144002F2063
610444062,シンベノン錠５　５ｍｇ,2144002F2012
610444064,スパシオール錠５ｍｇ,2144002F2012
610444065,スパシオール錠１０ｍｇ,2144002F3019
610444066,スロンタクス錠１００　１００ｍｇ,2149029F1038
610444067,スロンタクス錠２００　２００ｍｇ,2149029F2034
610444073,セプロブロック錠１００　１００ｍｇ,2149029F1046
610444074,セプロブロック錠２００　２００ｍｇ,2149029F2042
610444075,セリース錠２．５ｍｇ,2144002F1067
610444076,セリース錠５ｍｇ,2144002F2136
610444079,セルトップ錠１００　１００ｍｇ,2149029F1011
610444080,セルトップ錠２００　２００ｍｇ,2149029F2018
610444119,ファルプリル錠２．５　２．５ｍｇ,2144002F1016
610444120,ファルプリル錠５　５ｍｇ,2144002F2012
610444153,ラリルドン錠５ｍｇ,2144002F2012
610444161,レニベーゼ錠５　５ｍｇ,2144002F2012
610444163,レニメック錠２．５　２．５ｍｇ,2144002F1091
610444164,レニメック錠５　５ｍｇ,2144002F2195
610444165,レノペント錠２．５　２．５ｍｇ,2144002F1105
610444166,レノペント錠５　５ｍｇ,2144002F2012
610444167,レビンベース錠５ｍｇ,2144002F2217
610444172,ロコプール錠１０　１０ｍｇ,2144006F2070
610444178,ロンゲリール錠１０　１０ｍｇ,2144006F2088
610453017,ウェルビー錠２．５ｍｇ,2123016F1050
610453018,ウェルビー錠５ｍｇ,2123016F2103
610453025,エナラート細粒１％,2144002C1028
610453036,カプトプリルＲカプセル１８．７５「ＳＷ」　１８．７５ｍｇ,2144001N1040
610453037,カプトプリル錠１２．５「ＳＷ」　１２．５ｍｇ,2144001F1224
610453089,ハイパジールコーワ錠３　３ｍｇ,2149021F1031
610453097,ビソテート錠５　５ｍｇ,2123016F2014
610453122,メイントーワ錠２．５　２．５ｍｇ,2123016F1042
610453123,メイントーワ錠５　５ｍｇ,2123016F2065
610453124,メインハーツ錠２．５　２．５ｍｇ,2123016F1069
610453125,メインハーツ錠５　５ｍｇ,2123016F2111
610453127,メインロール錠５　５ｍｇ,2123016F2014
610453148,ルーク錠２．５　２．５ｍｇ,2123016F1018
610453149,ルーク錠５　５ｍｇ,2123016F2014
610454035,小児用ミケラン細粒０．２％,2123005C1030
610454048,ダイアート錠６０ｍｇ,2139008F1056
610454080,ペルジピン散１０％,2149019B1059
610454081,ペルジピン錠２０ｍｇ,2149019F2170
610461002,アテノロール２５ｍｇ錠,2123011F1015
610461003,アテノロール５０ｍｇ錠,2123011F2011
610461106,カプトプリル５％細粒,2144001C1015
610461108,カプトプリル２５ｍｇ錠,2144001F2018
610461153,スピロノラクトン１０％細粒,2133001C1011
610461156,スピロノラクトン錠　５０ｍｇ,2133001F2014
610461204,ニトレンジピン錠　５ｍｇ,2171020F1011
610461205,ニトレンジピン錠　１０ｍｇ,2171020F2018
610462038,レセルピン散０．１％,2143006B2011
610462039,アーチスト錠１．２５ｍｇ,2149032F3024
610462040,アーチスト錠２．５ｍｇ,2149032F4020
610463013,アニスト錠１０　１０ｍｇ,2149032F1048
610463014,アニスト錠２０　２０ｍｇ,2149032F2044
610463027,アロング錠５ｍｇ,2149031F1035
610463028,アロング錠１０ｍｇ,2149031F2040
610463039,エナラプリルＭ錠５「ＥＭＥＣ」　５ｍｇ,2144002F2233
610463100,タルロング錠１０ｍｇ,2149031F2031
610463125,ナトリックス錠１　１ｍｇ,2149012F1059
610463137,ニソミナード錠５ｍｇ,2171019F1060
610463138,ニノバルシン錠５ｍｇ,2171019F1043
610463139,ニノバルシン錠１０ｍｇ,2171019F2040
610463141,ニルジラート錠２　２ｍｇ,2149022F1036
610463142,ニルジラート錠４　４ｍｇ,2149022F2040
610463187,ベタキール錠５　５ｍｇ,2149031F1043
610463188,ベタキール錠１０　１０ｍｇ,2149031F2066
610463211,リオハード錠５ｍｇ,2171019F1035
610463212,リオハード錠１０ｍｇ,2171019F2031
610470001,カルブロック錠８ｍｇ,2149043F1020
610470002,カルブロック錠１６ｍｇ,2149043F2026
612120004,アセタノールカプセル１００　１００ｍｇ,2123001M1029
612120016,インデラル錠１０ｍｇ,2123008F1048
612120017,インデラル錠２０ｍｇ,2123008F2044
612120031,カルビスケン錠５ｍｇ,2123009F3096
612120119,ミケラン錠５ｍｇ,2123005F1141
612120148,アセタノールカプセル２００　２００ｍｇ,2123001M2025
612120226,ナディック錠３０ｍｇ,2123015F1021
612120227,ナディック錠６０ｍｇ,2123015F2028
612120257,ベタメノール錠５　５ｍｇ,2123005F1133
612120318,アルセノール錠２５　２５ｍｇ,2123011F1015
612120319,アルセノール錠５０　５０ｍｇ,2123011F2011
612120320,アルマイラー錠２５　２５ｍｇ,2123011F1015
612120321,アルマイラー錠５０　５０ｍｇ,2123011F2011
612120324,クシセミン錠５０ｍｇ,2123011F2011
612120330,セーブテンス錠５０ｍｇ,2123011F2194
612120335,トーワミン錠２５　２５ｍｇ,2123011F1015
612120336,トーワミン錠５０　５０ｍｇ,2123011F2011
612120346,ミロベクト錠２５　２５ｍｇ,2123011F1015
612120348,メゾルミン錠５０ｍｇ,2123011F2011
612120356,カテノミン錠５０　５０ｍｇ,2123011F2011
612130039,アルダクトンＡ錠５０ｍｇ,2133001F2057
612130207,フルイトラン錠２ｍｇ,2132003F1257
612130267,ヨウラクトン錠２５　２５ｍｇ,2133001F1395
612130313,アレリックス３ｍｇ錠,2139007F1027
612130314,アレリックス６ｍｇ錠,2139007F2023
612130342,ヨウラクトン錠５０　５０ｍｇ,2133001F2014
612130353,ダイアート錠３０ｍｇ,2139008F2028
612140074,カプトリル錠１２．５ｍｇ,2144001F1020
612140075,カプトリル錠２５ｍｇ,2144001F2026
612140128,セロケン錠２０ｍｇ,2149010F1025
612140129,セロケン錠４０ｍｇ,2149010F2048
612140158,トランデート錠１００ｍｇ,2149009F2037
612140159,トランデート錠５０ｍｇ,2149009F1030
612140164,ノルモナール錠１５ｍｇ,2149007F1023
612140233,ミニプレス錠０．５ｍｇ,2149002F1128
612140234,ミニプレス錠１ｍｇ,2149002F2159
612140244,メチルドパ錠　１２５ｍｇ,2145001F1019
612140245,メチルドパ錠　２５０ｍｇ,2145001F2015
612140317,レセルピン錠　０．２５ｍｇ,2143006F2013
612140327,ロプレソール錠２０ｍｇ,2149010F1033
612140328,ロプレソール錠４０ｍｇ,2149010F2072
612140435,デタントール錠０．５ｍｇ,2149015F1028
612140436,デタントール錠１ｍｇ,2149015F2024
612140443,レニベース錠２．５　２．５ｍｇ,2144002F1024
612140444,レニベース錠５　５ｍｇ,2144002F2020
612140445,レニベース錠１０　１０ｍｇ,2144002F3027
612140450,ブロクリン－Ｌカプセル５ｍｇ,2149011N1024
612140451,ブロクリン－Ｌカプセル１５ｍｇ,2149011N2020
612140471,ヒドララジン塩酸塩散　１０％,2142004B2015
612140472,ヒドララジン塩酸塩錠　１０ｍｇ,2142004F1010
612140473,ヒドララジン塩酸塩錠　２５ｍｇ,2142004F2017
612140474,ヒドララジン塩酸塩錠　５０ｍｇ,2142004F3013
612140479,セタプリル錠１２．５ｍｇ,2144003F1029
612140480,セタプリル錠２５ｍｇ,2144003F2025
612140481,ローガン錠１０ｍｇ,2149018F1021
612140492,アデカット７．５ｍｇ錠,2144004F1023
612140493,アデカット１５ｍｇ錠,2144004F2020
612140494,アデカット３０ｍｇ錠,2144004F3026
612140495,ニバジール錠２ｍｇ,2149022F1028
612140496,ニバジール錠４ｍｇ,2149022F2024
612140497,ハイトラシン錠０．２５ｍｇ,2149023F1022
612140498,ハイトラシン錠０．５ｍｇ,2149023F2029
612140499,ハイトラシン錠１ｍｇ,2149023F3025
612140500,ハイトラシン錠２ｍｇ,2149023F4021
612140501,バソメット錠０．２５ｍｇ,2149023F1030
612140502,バソメット錠０．５ｍｇ,2149023F2037
612140503,バソメット錠１ｍｇ,2149023F3033
612140504,バソメット錠２ｍｇ,2149023F4030
612140516,カルデナリン錠０．５ｍｇ,2149026F1026
612140517,カルデナリン錠１ｍｇ,2149026F2022
612140518,カルデナリン錠２ｍｇ,2149026F3029
612140519,カルデナリン錠４ｍｇ,2149026F4025
612140521,ハイパジールコーワ錠６　６ｍｇ,2149021F2020
612140526,ダウナット錠０．５ｍｇ,2149002F1063
612140540,ダウナット錠１ｍｇ,2149002F2094
612140552,メデピン錠４０　４０ｍｇ,2149010F2064
612140554,カルスロット錠５　５ｍｇ,2149027F1020
612140555,カルスロット錠１０　１０ｍｇ,2149027F2027
612140556,カルスロット錠２０　２０ｍｇ,2149027F3023
612140557,インヒベース錠０．２５　０．２５ｍｇ,2144005F1028
612140558,インヒベース錠０．５　０．５ｍｇ,2144005F2024
612140559,インヒベース錠１　１ｍｇ,2144005F3020
612140560,テナキシル錠１ｍｇ,2149012F1024
612140561,ナトリックス錠２　２ｍｇ,2149012F2020
612140565,１０％アプレゾリン散「チバ」,2142004B2040
612140580,アプレゾリン錠１０ｍｇ,2142004F1010
612140590,アプレゾリン錠２５ｍｇ,2142004F2017
612140595,アプレゾリン錠５０ｍｇ,2142004F3013
612140601,アポプロン散０．１％,2143006B2011
612140617,アルドメット錠１２５　１２５ｍｇ,2145001F1019
612140619,メチルドパ錠（ツルハラ）１２５　１２５ｍｇ,2145001F1019
612140620,アルドメット錠２５０　２５０ｍｇ,2145001F2015
612140637,メチルドパ錠（ツルハラ）２５０　２５０ｍｇ,2145001F2015
612140647,ゼストリル錠５　５ｍｇ,2144006F1022
612140648,ゼストリル錠１０　１０ｍｇ,2144006F2029
612140649,ゼストリル錠２０　２０ｍｇ,2144006F3025
612140650,ロンゲス錠５ｍｇ,2144006F1030
612140651,ロンゲス錠１０ｍｇ,2144006F2037
612140652,ロンゲス錠２０ｍｇ,2144006F3033
612140661,アスクール錠５０　５０ｍｇ,2149009F1049
612140662,アスクール錠１００　１００ｍｇ,2149009F2045
612140670,シプセロン錠２０　２０ｍｇ,2149010F1050
612140671,シプセロン錠４０　４０ｍｇ,2149010F2110
612140674,テナキシル錠２ｍｇ,2149012F2039
612140684,メトプリック錠２０ｍｇ,2149010F1084
612140685,メトプリック錠４０ｍｇ,2149010F2153
612140693,レスポリート錠５０ｍｇ,2149009F1073
612140694,レスポリート錠１００ｍｇ,2149009F2061
612140695,セレクトール錠１００ｍｇ,2149029F1020
612140696,セレクトール錠２００ｍｇ,2149029F2026
612140697,ヒポカ５ｍｇカプセル,2149030N1027
612140698,ヒポカ１０ｍｇカプセル,2149030N2023
612140699,ヒポカ１５ｍｇカプセル,2149030N3020
612140700,ケルロング錠５ｍｇ,2149031F1027
612140701,ケルロング錠１０ｍｇ,2149031F2023
612140702,アーチスト錠１０ｍｇ,2149032F1021
612140703,アーチスト錠２０ｍｇ,2149032F2028
612140704,チバセン錠２．５ｍｇ,2144007F1027
612140705,チバセン錠５ｍｇ,2144007F2023
612140706,チバセン錠１０ｍｇ,2144007F3020
612140711,タナトリル錠２．５　２．５ｍｇ,2144008F1021
612140712,タナトリル錠５　５ｍｇ,2144008F2028
612140713,タナトリル錠１０　１０ｍｇ,2144008F3024
612140718,ランデル錠１０　１０ｍｇ,2149034F1020
612140719,ランデル錠２０　２０ｍｇ,2149034F2027
612140720,エースコール錠１ｍｇ,2144009F1026
612140721,エースコール錠２ｍｇ,2144009F2022
612140722,エースコール錠４ｍｇ,2144009F3029
612170539,アダラートＬ錠１０ｍｇ,2171014G1020
612170540,アダラートＬ錠２０ｍｇ,2171014G2026
612170547,セパミット－Ｒカプセル１０　１０ｍｇ,2171014N1029
612170598,ヘルベッサー錠６０　６０ｍｇ,2171006F2026
612170610,セパミット－Ｒカプセル２０　２０ｍｇ,2171014N2025
612170631,バイミカード錠５ｍｇ,2171019F1027
612170632,バイロテンシン錠５ｍｇ,2171020F1020
612170633,バイロテンシン錠１０ｍｇ,2171020F2026
612170647,アタナールカプセル５　５ｍｇ,2171014M1023
612170662,コニール錠２　２ｍｇ,2171021F1024
612170663,コニール錠４　４ｍｇ,2171021F2020
612170664,コニール錠８　８ｍｇ,2171021F3027
612170668,エマベリンＬカプセル１０ｍｇ,2171014N1037
612170669,エマベリンＬカプセル１５ｍｇ,2171014N3021
612170670,バイミカード錠１０ｍｇ,2171019F2023
612170671,アテネラートＬ錠２０ｍｇ,2171014G2018
612170676,カサンミルＳ錠１０　１０ｍｇ,2171014G1046
612170677,カサンミルＳ錠２０　２０ｍｇ,2171014G2018
612170692,ニフェスロー錠１０ｍｇ,2171014G1097
612170693,ニフェスロー錠２０ｍｇ,2171014G2018
612170698,ニレーナＬ錠１０ｍｇ,2171014G1127
612170699,ニレーナＬ錠２０ｍｇ,2171014G2131
612170703,ヘルラートＬ錠２０　２０ｍｇ,2171014G2140
612170705,ラミタレートＬ錠１０ｍｇ,2171014G1135
612170706,ラミタレートＬ錠２０ｍｇ,2171014G2018
612170709,ノルバスク錠２．５ｍｇ,2171022F1029
612170710,ノルバスク錠５ｍｇ,2171022F2025
612190103,ペルジピン錠１０ｍｇ,2149019F1069
612190231,ツルセピン錠２０ｍｇ,2149019F2081
612190234,ニカルピン錠２０　２０ｍｇ,2149019F2111
612190236,ニスタジール錠２０　２０ｍｇ,2149019F2146
612190249,ツルセピン錠１０ｍｇ,2149019F1034
612190250,ニスタジール錠１０　１０ｍｇ,2149019F1050
620000005,アテノート錠１０　１０ｍｇ,2149032F1056
620000006,アテノート錠２０　２０ｍｇ,2149032F2052
620000040,サプレスタカプセル５ｍｇ,2149038M1028
620000041,サプレスタカプセル１０ｍｇ,2149038M2024
620000069,タツジピン錠５ｍｇ,2144007F2040
620000075,トランドラプリル錠０．５ｍｇ「ＯＨＡＲＡ」,2144011F1040
620000076,トランドラプリル錠１ｍｇ「ＯＨＡＲＡ」,2144011F2046
620000077,トラントーワ錠１ｍｇ,2144011F2054
620000080,トーワジール錠２ｍｇ,2149022F1052
620000081,ナフトジール錠２　２ｍｇ,2149022F1044
620000082,ナフトジール錠４　４ｍｇ,2149022F2059
620000126,プレドリック錠１　１ｍｇ,2144011F2062
620000131,ベックカプセル５ｍｇ,2149038M1036
620000132,ベックカプセル１０ｍｇ,2149038M2032
620000133,ベナゼップ錠５　５ｍｇ,2144007F2031
620000167,ラシックス錠２０ｍｇ,2139005F1052
620000168,ラシックス錠４０ｍｇ,2139005F2342
620000339,ラシックス注２０ｍｇ,2139401A2137
620000340,ラシックス注１００ｍｇ,2139401A1033
620001874,ビソプロロールフマル酸塩錠　２．５ｍｇ,2123016F1018
620001875,ビソプロロールフマル酸塩錠　５ｍｇ,2123016F2014
620001876,エナラプリルマレイン酸塩錠　５ｍｇ,2144002F2012
620001877,エナラプリルマレイン酸塩錠　１０ｍｇ,2144002F3019
620001881,ニフェジピン２０ｍｇ徐放錠,2171014G2018
620001905,オルメテック錠１０ｍｇ,2149044F1024
620001906,オルメテック錠２０ｍｇ,2149044F2020
620001954,アルフロシン錠１ｍｇ,2149026F2030
620001955,アルフロシン錠２ｍｇ,2149026F3037
620001964,インヒロック錠１　１ｍｇ,2144005F3039
620001990,カオルトーン錠１０　１０ｍｇ,2149027F2035
620001991,カオルトーン錠２０　２０ｍｇ,2149027F3031
620001999,カズマリン錠１ｍｇ,2149026F2049
620002000,カズマリン錠２ｍｇ,2149026F3045
620002009,カルネート錠２．５ｍｇ,2144002F1121
620002010,カルネート錠５ｍｇ,2144002F2250
620002011,カルネート錠１０ｍｇ,2144002F3060
620002012,カルバジン錠１０ｍｇ,2149027F2051
620002013,カルバジン錠２０ｍｇ,2149027F3058
620002014,カルバドゲン錠０．５ｍｇ,2149026F1034
620002015,カルバドゲン錠１ｍｇ,2149026F2065
620002016,カルバドゲン錠２ｍｇ,2149026F3061
620002017,カルバドゲン錠４ｍｇ,2149026F4033
620002020,カルメゾシン錠１ｍｇ,2149026F2073
620002021,カルメゾシン錠２ｍｇ,2149026F3070
620002034,ケフナン錠５ｍｇ,2149031F1051
620002035,ケフナン錠１０ｍｇ,2149031F2074
620002044,ジムロスト錠１０ｍｇ,2149027F2078
620002045,ジムロスト錠２０ｍｇ,2149027F3074
620002048,シラザベース錠１ｍｇ,2144005F3047
620002053,セレスナット錠３０ｍｇ,2171006F1216
620002059,タツゾシン錠１ｍｇ,2149026F2081
620002060,タツゾシン錠２ｍｇ,2149026F3088
620002066,テノーミン錠２５　２５ｍｇ,2123011F1155
620002067,テノーミン錠５０　５０ｍｇ,2123011F2437
620002069,ドキサゾン錠１ｍｇ,2149026F2090
620002070,ドキサゾン錠２ｍｇ,2149026F3096
620002071,ドナシン錠１ｍｇ,2149026F2103
620002072,ドナシン錠２ｍｇ,2149026F3100
620002079,トーワラートＬ錠２０ｍｇ,2171014G2018
620002086,ニフェランタンＣＲ錠２０　２０ｍｇ,2171014G4045
620002087,ニフェランタンＣＲ錠４０　４０ｍｇ,2171014G5033
620002132,マニカロット錠５ｍｇ,2149027F1039
620002133,マニカロット錠１０ｍｇ,2149027F2094
620002134,マニカロット錠２０ｍｇ,2149027F3090
620002135,マニジップ錠１０　１０ｍｇ,2149027F2108
620002136,マニジップ錠２０　２０ｍｇ,2149027F3104
620002137,マニジロット錠１０ｍｇ,2149027F2116
620002138,マニジロット錠２０ｍｇ,2149027F3112
620002145,メシル酸ドキサゾシン錠１「ＭＥＥＫ」　１ｍｇ,2149026F2120
620002146,メシル酸ドキサゾシン錠２「ＭＥＥＫ」　２ｍｇ,2149026F3126
620002158,ラリルドン錠１０ｍｇ,2144002F3019
620002422,ディオバン錠１６０ｍｇ,2149041F4020
620002429,ミカルディス錠２０ｍｇ,2149042F1025
620002430,ミカルディス錠４０ｍｇ,2149042F2021
620002514,コリネールＬ錠２０ｍｇ,2171014G2018
620002543,ヘルベッサー錠３０　３０ｍｇ,2171006F1224
620002630,アスラーン錠５ｍｇ,2144006F1049
620002700,カトラジール錠２．５ｍｇ,2149035F1041
620002701,カトラジール錠５ｍｇ,2149035F2048
620002706,カルドナン錠１ｍｇ,2149026F2146
620002707,カルドナン錠２ｍｇ,2149026F3142
620002708,カルベジロール錠１０「タツミ」　１０ｍｇ,2149032F1072
620002709,カルベジロール錠２０「タツミ」　２０ｍｇ,2149032F2079
620002718,コバスロー錠２ｍｇ,2144012F1036
620002719,コバスロー錠４ｍｇ,2144012F2032
620002732,シラザベース錠０．５ｍｇ,2144005F2032
620002745,タツジピン錠２．５ｍｇ,2144007F1035
620002746,タツジピン錠１０ｍｇ,2144007F3038
620002757,トーワジール錠４ｍｇ,2149022F2075
620002762,ニフェランタンＣＲ錠１０　１０ｍｇ,2171014G3049
620002819,ペリンシール錠２ｍｇ,2144012F1052
620002820,ペリンシール錠４ｍｇ,2144012F2059
620003083,マカシーＡ錠２５ｍｇ,2133001F1450
620003132,アダラートカプセル５ｍｇ,2171014M1104
620003133,アダラートカプセル１０ｍｇ,2171014M2259
620003178,ミケランＬＡカプセル１５ｍｇ,2149025N1034
620003182,ラシックス細粒４％,2139005C1064
620003262,ペリンドプリル錠２ｍｇ「日医工」,2144012F1079
620003263,ペリンドプリル錠４ｍｇ「日医工」,2144012F2075
620003440,フロセミド錠４０「タイヨー」　４０ｍｇ,2139005F2369
620003441,セリプロロール塩酸塩２００ｍｇ錠,2149029F2018
620003442,ニフェラートカプセル１０ｍｇ,2171014M2267
620003512,アロチノン錠１０ｍｇ,2123014F2163
620003525,オルメテック錠５ｍｇ,2149044F3027
620003529,カサンミル錠１０ｍｇ,2171014F1083
620003560,スピロノラクトン錠２５ｍｇ「トーワ」,2133001F1476
620003565,セロケンＬ錠１２０ｍｇ,2149010G1047
620003580,ドキサゾシンＭ錠１「ＥＭＥＣ」　１ｍｇ,2149026F2162
620003581,ドキサゾシンＭ錠２「ＥＭＥＣ」　２ｍｇ,2149026F3169
620003591,ノイダブル錠２５ｍｇ,2133001F1484
620003617,ペルジピンＬＡカプセル２０ｍｇ,2149019N1160
620003618,ペルジピンＬＡカプセル４０ｍｇ,2149019N2175
620003619,ヘルベッサーＲカプセル１００ｍｇ,2171006N1105
620003620,ヘルベッサーＲカプセル２００ｍｇ,2171006N2039
620003807,ベネクトミン静注用２００ｍｇ,2133400D2089
620003886,アムロジンＯＤ錠２．５ｍｇ,2171022F3021
620003887,アムロジンＯＤ錠５ｍｇ,2171022F4028
620003898,塩酸ベニジピン細粒０．４％「ＭＥＥＫ」,2171021C1028
620003900,塩酸ベニジピン錠２「ＭＥＥＫ」　２ｍｇ,2171021F1032
620003903,塩酸ベニジピン錠４「ＭＥＥＫ」　４ｍｇ,2171021F2047
620003951,コニプロス錠４ｍｇ,2171021F2098
620003977,タツゾシン錠０．５ｍｇ,2149026F1042
620003978,タツゾシン錠４ｍｇ,2149026F4041
620004012,ニソルジピン錠５ｍｇ「ニッシン」,2171019F1086
620004013,ニソルジピン錠１０ｍｇ「ニッシン」,2171019F2058
620004014,ニフェジピンＣＲ錠１０ｍｇ「サワイ」,2171014G3065
620004015,ニフェジピンＣＲ錠２０ｍｇ「サワイ」,2171014G4061
620004016,ニフェジピンＣＲ錠４０ｍｇ「サワイ」,2171014G5068
620004041,フロセミド錠１０ｍｇ「ＮＰ」,2139005F3020
620004042,フロセミド錠２０ｍｇ「ＮＰ」,2139005F1060
620004043,フロセミド錠４０ｍｇ「ＮＰ」,2139005F2385
620004047,ベニジピン塩酸塩錠２「ＴＣＫ」　２ｍｇ,2171021F1083
620004048,ベニジピン塩酸塩錠２ｍｇ「ＮＰＩ」,2171021F1067
620004049,ベニジピン塩酸塩錠２ｍｇ「ＯＭＥ」,2171021F1075
620004050,ベニジピン塩酸塩錠２ｍｇ「サワイ」,2171021F1113
620004051,ベニジピン塩酸塩錠２ｍｇ「タイヨー」,2171021F1121
620004052,ベニジピン塩酸塩錠２ｍｇ「ＴＹＫ」,2171021F1091
620004053,ベニジピン塩酸塩錠２ｍｇ「日医工」,2171021F1130
620004054,ベニジピン塩酸塩錠２ｍｇ「ＹＤ」,2171021F1105
620004055,ベニジピン塩酸塩錠４「ＴＣＫ」　４ｍｇ,2171021F2128
620004056,ベニジピン塩酸塩錠４ｍｇ「ＮＰＩ」,2171021F2101
620004057,ベニジピン塩酸塩錠４ｍｇ「ＯＭＥ」,2171021F2110
620004058,ベニジピン塩酸塩錠４ｍｇ「サワイ」,2171021F2152
620004059,ベニジピン塩酸塩錠４ｍｇ「タイヨー」,2171021F2160
620004060,ベニジピン塩酸塩錠４ｍｇ「ＴＹＫ」,2171021F2136
