医薬品コード,名称,薬価基準収載医薬品コード
622075701,エチゾラム錠１ｍｇ「ＥＭＥＣ」,1179025F2170
620150315,エチゾラム錠１ｍｇ「ＪＧ」,1179025F2286
622051402,エチゾラム錠１ｍｇ「ＫＮ」,1179025F2235
622123901,エチゾラム錠１ｍｇ「ＮＰ」,1179025F2189
620150304,エチゾラム錠１ｍｇ「ＳＷ」,1179025F2197
622002504,エチゾラム錠１ｍｇ「ＴＣＫ」,1179025F2243
620150302,エチゾラム錠１ｍｇ「アメル」,1179025F2014
620150310,エチゾラム錠１ｍｇ「オーハラ」,1179025F2219
622525801,エチゾラム錠１ｍｇ「クニヒロ」,1179025F2014
622078102,エチゾラム錠１ｍｇ「ツルハラ」,1179025F2014
620150306,エチゾラム錠１ｍｇ「トーワ」,1179025F2014
620150401,エチゾラム錠１ｍｇ「フジナガ」,1179025F2294
620150311,エチゾラム錠１ｍｇ「日医工」,1179025F2227
622064702,エチゾラム錠１ｍｇ「日新」,1179025F2278
620150316,エチゾラム錠１ｍｇ「武田テバ」,1179025F2316
622712300,クロチアゼパム１０ｍｇ錠,1179012F2017
622712200,クロチアゼパム５ｍｇ錠,1179012F1010
622009602,クロチアゼパム錠１０ｍｇ「サワイ」,1179012F2017
622078202,クロチアゼパム錠１０ｍｇ「ツルハラ」,1179012F2017
622012501,クロチアゼパム錠１０ｍｇ「トーワ」,1179012F2017
622037602,クロチアゼパム錠１０ｍｇ「日医工」,1179012F2017
622169202,クロチアゼパム錠５ｍｇ「サワイ」,1179012F1010
620138001,クロチアゼパム錠５ｍｇ「ツルハラ」,1179012F1010
620006897,クロチアゼパム錠５ｍｇ「トーワ」,1179012F1010
620137902,クロチアゼパム錠５ｍｇ「日医工」,1179012F1010
610463116,デパス細粒１％,1179025C1054
622138201,デパス錠０．２５ｍｇ,1179025F3029
611170513,デパス錠０．５ｍｇ,1179025F1026
611170514,デパス錠１ｍｇ,1179025F2022
610422299,リーゼ錠１０ｍｇ,1179012F2033
610422300,リーゼ錠５ｍｇ,1179012F1118
610463216,リーゼ顆粒１０％,1179012D1036
620004461,【廃】エリスパン細粒０．１％,1124019C1034
620003537,【廃】カームダン錠０．４ｍｇ,1124023F1096
621979901,【廃】カームダン錠０．８ｍｇ,1124023F2041
620055901,【廃】セニラン坐剤３ｍｇ,1124700J1036
622126601,【廃】セニラン錠１ｍｇ,1124020F1017
620047101,【廃】セニラン錠２ｍｇ,1124020F2013
620047301,【廃】セニラン錠３ｍｇ,1124020F3010
620047401,【廃】セニラン錠５ｍｇ,1124020F4016
622707200,アルプラゾラム０．４ｍｇ錠,1124023F1010
622707300,アルプラゾラム０．８ｍｇ錠,1124023F2017
620049801,アルプラゾラム錠０．４ｍｇ「アメル」,1124023F1010
620049901,アルプラゾラム錠０．４ｍｇ「サワイ」,1124023F1010
620006836,アルプラゾラム錠０．４ｍｇ「トーワ」,1124023F1010
621979902,アルプラゾラム錠０．８ｍｇ「アメル」,1124023F2017
622011002,アルプラゾラム錠０．８ｍｇ「サワイ」,1124023F2017
622012201,アルプラゾラム錠０．８ｍｇ「トーワ」,1124023F2017
620004462,エリスパン錠０．２５ｍｇ,1124019F1030
611170499,コンスタン０．４ｍｇ錠,1124023F1029
611170500,コンスタン０．８ｍｇ錠,1124023F2025
620006002,セニラン細粒１％,1124020C1010
611170508,ソラナックス０．４ｍｇ錠,1124023F1037
611170509,ソラナックス０．８ｍｇ錠,1124023F2033
622706500,ブロマゼパム１％細粒,1124020C1010
622706600,ブロマゼパム１ｍｇ錠,1124020F1017
622706700,ブロマゼパム２ｍｇ錠,1124020F2013
622706800,ブロマゼパム３ｍｇ錠,1124020F3010
622706900,ブロマゼパム５ｍｇ錠,1124020F4016
620055903,ブロマゼパム坐剤３ｍｇ「サンド」,1124700J1044
620046803,ブロマゼパム細粒１％「サンド」,1124020C1010
622126602,ブロマゼパム錠１ｍｇ「サンド」,1124020F1017
620047103,ブロマゼパム錠２ｍｇ「サンド」,1124020F2013
620047303,ブロマゼパム錠３ｍｇ「サンド」,1124020F3010
620047403,ブロマゼパム錠５ｍｇ「サンド」,1124020F4016
620005138,レキソタン細粒１％,1124020C1045
611170434,レキソタン錠１,1124020F1025
611170435,レキソタン錠２,1124020F2030
611170436,レキソタン錠５,1124020F4032
622707000,ロラゼパム０．５ｍｇ錠,1124022F1016
622707100,ロラゼパム１ｍｇ錠,1124022F2012
620049101,ロラゼパム錠０．５ｍｇ「サワイ」,1124022F1016
620049401,ロラゼパム錠１ｍｇ「サワイ」,1124022F2012
611170470,ワイパックス錠０．５,1124022F1067
611170471,ワイパックス錠１．０,1124022F2071
622313900,【廃】ジアゼパム１０ｍｇ錠,1124017F5010
611170186,【廃】セレナミン錠２ｍｇ,1124017F2100
611170187,【廃】セレナミン錠５ｍｇ,1124017F4111
611170781,１０ｍｇコントール錠,1124028F2010
611170003,１０ｍｇセルシン錠,1124017F5037
611170005,２ｍｇセルシン錠,1124017F2135
611170778,５ｍｇコントール錠,1124028F1013
611170008,５ｍｇセルシン錠,1124017F4049
611170667,クロルジアゼポキシド散,1124028B1011
611170668,クロルジアゼポキシド散,1124028B2018
620053102,クロルジアゼポキシド散１％「ツルハラ」,1124028B1011
611170669,クロルジアゼポキシド錠,1124028F1013
611170670,クロルジアゼポキシド錠,1124028F2010
620053404,クロルジアゼポキシド錠１０ｍｇ「ツルハラ」,1124028F2010
620053303,クロルジアゼポキシド錠５ｍｇ「ツルハラ」,1124028F1013
611170773,コントール散１％,1124028B1046
611170774,コントール散１０％,1124028B2018
620002517,ジアゼパム散１％「アメル」,1124017B1137
620045804,ジアゼパム錠１０ｍｇ「ツルハラ」,1124017F5096
611170126,ジアゼパム錠２「サワイ」,1124017F2046
611170127,ジアゼパム錠２「トーワ」,1124017F2054
620003151,ジアゼパム錠２ｍｇ「アメル」,1124017F2194
620043101,ジアゼパム錠２ｍｇ「タイホウ」,1124017F2224
620043201,ジアゼパム錠２ｍｇ「ツルハラ」,1124017F2216
611170130,ジアゼパム錠５「トーワ」,1124017F4065
620003152,ジアゼパム錠５ｍｇ「アメル」,1124017F4200
620044901,ジアゼパム錠５ｍｇ「タイホウ」,1124017F4227
620045001,ジアゼパム錠５ｍｇ「ツルハラ」,1124017F4219
611170132,ジアパックス錠２ｍｇ,1124017F2089
611170133,ジアパックス錠５ｍｇ,1124017F4090
611170158,セパゾン散１％,1124014B1036
611170159,セパゾン錠１,1124014F1038
611170160,セパゾン錠２,1124014F2034
610454040,セルシンシロップ０．１％,1124017Q1032
610454039,セルシン散１％,1124017B1129
611170775,バランス散１０％,1124028B2018
611170782,バランス錠１０ｍｇ,1124028F2010
611170779,バランス錠５ｍｇ,1124028F1013
620003177,ホリゾン散１％,1124017B1145
611170373,ホリゾン錠２ｍｇ,1124017F2151
611170374,ホリゾン錠５ｍｇ,1124017F4162
611170543,メダゼパム錠２（ツルハラ）,1124021F1046
611170544,メダゼパム錠５（ツルハラ）,1124021F2123
620042101,メンドンカプセル７．５ｍｇ,1124015M2038
611170442,レスミット錠２,1124021F1054
611170443,レスミット錠５,1124021F2166
610422125,【廃】ジメトックス錠１,1124029F1085
620005439,【廃】ジメトックス錠２,1124029F2073
620008747,メイラックス細粒１％,1124029C1038
611170689,メイラックス錠１ｍｇ,1124029F1026
611170690,メイラックス錠２ｍｇ,1124029F2022
622707600,ロフラゼプ酸エチル１ｍｇ錠,1124029F1018
622707700,ロフラゼプ酸エチル２ｍｇ錠,1124029F2014
620053905,ロフラゼプ酸エチル錠１ｍｇ「ＳＮ」,1124029F1018
620053801,ロフラゼプ酸エチル錠１ｍｇ「サワイ」,1124029F1018
621210201,ロフラゼプ酸エチル錠１ｍｇ「トーワ」,1124029F1018
620054102,ロフラゼプ酸エチル錠１ｍｇ「日医工」,1124029F1018
620054805,ロフラゼプ酸エチル錠２ｍｇ「ＳＮ」,1124029F2014
620054701,ロフラゼプ酸エチル錠２ｍｇ「サワイ」,1124029F2014
621944802,ロフラゼプ酸エチル錠２ｍｇ「トーワ」,1124029F2014
621796202,ロフラゼプ酸エチル錠２ｍｇ「日医工」,1124029F2014
622748600,ジアゼパム１０ｍｇ注射液,1124402A2010
622748500,ジアゼパム５ｍｇ注射液,1124402A1014
620005169,ジアゼパム注射液１０ｍｇ「タイヨー」,1124402A2010
622103701,ジアゼパム注射液５ｍｇ「タイヨー」,1124402A1014
640454022,セルシン注射液１０ｍｇ,1124402A2053
640454021,セルシン注射液５ｍｇ,1124402A1030
661120012,ダイアップ坐剤１０,1124701J3025
661120010,ダイアップ坐剤４,1124701J1022
661120011,ダイアップ坐剤６,1124701J2029
641170026,ホリゾン注射液１０ｍｇ,1124402A2045
620000139,マイスタン細粒１％,1139006C1030
610443012,マイスタン錠１０ｍｇ,1139006F2024
610443011,マイスタン錠５ｍｇ,1139006F1028
622653401,ロラピタ静注２ｍｇ,1139403A1020
610406055,【廃】エマンダキシン錠５０ｍｇ,1124026F1030
620004479,【廃】グランパム錠５０ｍｇ,1124026F1219
620006044,【廃】トフィス錠５０ｍｇ,1124026F1251
621361528,【廃】トフィソパム錠５０ｍｇ「ＪＧ」,1124026F1294
621361514,【廃】トフィソパム錠５０ｍｇ「オーハラ」,1124026F1316
621361526,【廃】トフィソパム錠５０ｍｇ「杏林」,1124026F1308
620005061,【廃】バイダキシン錠５０ｍｇ,1124026F1243
620006889,グランダキシン細粒１０％,1124026C1085
611170639,グランダキシン錠５０,1124026F1022
622707400,トフィソパム１０％細粒,1124026C1018
622707500,トフィソパム５０ｍｇ錠,1124026F1014
621361404,トフィソパム細粒１０％「ＣＨ」,1124026C1018
621361402,トフィソパム細粒１０％「ツルハラ」,1124026C1018
621361502,トフィソパム錠５０ｍｇ「サワイ」,1124026F1014
621361508,トフィソパム錠５０ｍｇ「トーワ」,1124026F1014
621361522,トフィソパム錠５０ｍｇ「日医工」,1124026F1014
