医薬品コード,名称,薬価基準収載医薬品コード
620000178,リポバトール錠５　５ｍｇ,2189011F1092
620000422,リバロ錠１ｍｇ,2189016F1028
620000423,リバロ錠２ｍｇ,2189016F2024
620002049,シンバスタチン錠１０ｍｇ「ＯＨＡＲＡ」,2189011F2030
620002050,シンバスタチン錠２０ｍｇ「ＯＨＡＲＡ」,2189011F3036
620002108,プラメバン錠５　５ｍｇ,2189010F1225
620002109,プラメバン錠１０　１０ｍｇ,2189010F2256
620002163,リポザート錠１０　１０ｍｇ,2189011F2056
620002166,リポラＭ錠５　５ｍｇ,2189011F1165
620002477,クレストール錠２．５ｍｇ,2189017F1022
620002478,クレストール錠５ｍｇ,2189017F2029
620002736,シンバスタチン錠１０「ＭＥＥＫ」　１０ｍｇ,2189011F2080
620002798,プラバスタチンＮａ錠５ｍｇ「チョーセイ」,2189010F1241
620002799,プラバスタチンＮａ錠１０ｍｇ「チョーセイ」,2189010F2272
620002800,プラバスタチンナトリウム錠５ｍｇ「ツルハラ」,2189010F1250
620002801,プラバピーク錠５ｍｇ,2189010F1268
620002802,プラバピーク錠１０ｍｇ,2189010F2280
620002879,リダックＭ錠５　５ｍｇ,2189010F1276
620004038,プラバスタチンナトリウム錠１０ｍｇ「ツルハラ」,2189010F2302
620004085,メバリリン錠５　５ｍｇ,2189010F1284
620006681,プラバスタチンＮａ塩錠１０ｍｇ「ＫＨ」,2189010F2310
620008053,プラバスタチンＮａ塩錠５ｍｇ「タナベ」,2189010F1292
620008054,プラバスタチンＮａ塩錠１０ｍｇ「タナベ」,2189010F2329
620008055,プラバスタチンナトリウム錠５ｍｇ「ＮＰ」,2189010F1306
620008056,プラバスタチンナトリウム錠１０ｍｇ「ＮＰ」,2189010F2019
620009322,シンバスタチン錠５ｍｇ「マイラン」,2189011F1181
620009323,シンバスタチン錠１０ｍｇ「マイラン」,2189011F2102
620009324,シンバスタチン錠２０「ＭＥＥＫ」　２０ｍｇ,2189011F3052
620009325,シンバスタチン錠２０ｍｇ「マイラン」,2189011F3060
621523101,プラバスタチンＮａ錠５ｍｇ「フソー」,2189010F1411
621523201,プラバスタチンＮａ錠１０ｍｇ「フソー」,2189010F2434
621524102,シンバスタチン錠５ｍｇ「ＹＤ」,2189011F1246
621524402,シンバスタチン錠５ｍｇ「オーハラ」,2189011F1262
621525701,プラバスタチンＮａ錠５ｍｇ「ＴＣＫ」,2189010F1403
621525801,プラバスタチンＮａ錠１０ｍｇ「ＴＣＫ」,2189010F2426
621528602,プラバスタチンＮａ錠５ｍｇ「ケミファ」,2189010F1349
621528702,プラバスタチンＮａ錠１０ｍｇ「ケミファ」,2189010F2361
621528801,プラバスタチンＮａ錠５ｍｇ「サワイ」,2189010F1330
621528901,プラバスタチンＮａ錠１０ｍｇ「サワイ」,2189010F2353
621529001,プラバスタチンＮａ錠５ｍｇ「オーハラ」,2189010F1373
621529101,プラバスタチンＮａ錠１０ｍｇ「オーハラ」,2189010F2396
621531001,プラバスタチンＮａ錠５ｍｇ「トーワ」,2189010F1357
621531101,プラバスタチンＮａ錠１０ｍｇ「トーワ」,2189010F2370
621533101,プラバスタチンナトリウム錠５ｍｇ「日医工」,2189010F1365
621533201,プラバスタチンナトリウム錠１０ｍｇ「日医工」,2189010F2388
621533601,プラバスタチンＮａ錠１０ｍｇ「ＥＥ」,2189010F2418
621533801,シンバスタチン錠５ｍｇ「日医工」,2189011F1238
621533901,シンバスタチン錠５ｍｇ「ＮｉｋＰ」,2189011F1211
621534101,シンバスタチン錠５ｍｇ「ＳＷ」,2189011F1203
621534301,シンバスタチン錠５ｍｇ「トーワ」,2189011F1220
621635202,シンバスタチン錠１０ｍｇ「オーハラ」,2189011F2226
621635301,シンバスタチン錠２０ｍｇ「オーハラ」,2189011F3206
621639001,プラバスタチンナトリウム錠５ｍｇ「ＮｉｋＰ」,2189010F1381
621639101,プラバスタチンナトリウム錠１０ｍｇ「ＮｉｋＰ」,2189010F2400
621639701,プラバスタチンＮａ錠５ｍｇ「ＭＥＤ」,2189010F1322
621639801,プラバスタチンＮａ錠１０ｍｇ「ＭＥＤ」,2189010F2345
621643301,シンバスタチン錠５ｍｇ「ＭＥＤ」,2189011F1190
621643401,シンバスタチン錠１０ｍｇ「ＳＷ」,2189011F2170
621643501,シンバスタチン錠１０ｍｇ「トーワ」,2189011F2196
621643601,シンバスタチン錠５ｍｇ「ＥＭＥＣ」,2189011F1254
621675101,シンバスタチン錠１０ｍｇ「日医工」,2189011F2200
621694001,プラバスタチンＮａ錠５ｍｇ「ＥＥ」,2189010F1390
621932701,カデュエット配合錠１番,2190101F1020
621932801,カデュエット配合錠２番,2190102F1025
621932901,カデュエット配合錠３番,2190103F1020
621933001,カデュエット配合錠４番,2190104F1024
621934801,フルバスタチン錠１０ｍｇ「タイヨー」,2189012F1054
621934901,フルバスタチン錠２０ｍｇ「タイヨー」,2189012F2050
621935001,フルバスタチン錠３０ｍｇ「タイヨー」,2189012F3057
621948701,シンバスタチン錠１０ｍｇ「アメル」,2189011F2110
621948801,シンバスタチン錠２０ｍｇ「アメル」,2189011F3079
621955001,リポバトール錠１０　１０ｍｇ,2189011F2129
621955101,リポバトール錠２０　２０ｍｇ,2189011F3087
621964101,フルバスタチン錠１０ｍｇ「サワイ」,2189012F1038
621964201,フルバスタチン錠１０ｍｇ「三和」,2189012F1046
621964301,フルバスタチン錠２０ｍｇ「サワイ」,2189012F2034
621964401,フルバスタチン錠２０ｍｇ「三和」,2189012F2042
621964501,フルバスタチン錠３０ｍｇ「サワイ」,2189012F3030
621964601,フルバスタチン錠３０ｍｇ「三和」,2189012F3049
621981401,プラバスタチンＮａ塩錠５ｍｇ「ＫＨ」,2189010F1314
622015101,フルバスタチン錠１０ｍｇ「ＪＧ」,2189012F1062
622015201,フルバスタチン錠２０ｍｇ「ＪＧ」,2189012F2069
622015301,フルバスタチン錠３０ｍｇ「ＪＧ」,2189012F3065
622052801,シンバスタチン錠２０ｍｇ「ＳＷ」,2189011F3095
622055602,シンバスタチン錠２０ｍｇ「トーワ」,2189011F3184
622062701,メバトルテ細粒０．５％,2189010C1040
622071601,シンバスタチン錠２０ｍｇ「日医工」,2189011F3109
622075801,シンバスタチン錠１０ｍｇ「ＥＭＥＣ」,2189011F2145
622075901,シンバスタチン錠２０ｍｇ「ＥＭＥＣ」,2189011F3133
622076401,アトルバスタチン錠５ｍｇ「ＥＥ」,2189015F1031
622076501,アトルバスタチン錠１０ｍｇ「ＥＥ」,2189015F2038
622098401,アトルバスタチン錠５ｍｇ「サワイ」,2189015F1058
622098501,アトルバスタチン錠１０ｍｇ「サワイ」,2189015F2054
622099101,シンバスタチン錠１０ｍｇ「ＭＥＤ」,2189011F2153
622099201,シンバスタチン錠２０ｍｇ「ＭＥＤ」,2189011F3141
622102501,リポザート錠２０　２０ｍｇ,2189011F3168
622107601,アトルバスタチン錠５ｍｇ「ＫＮ」,2189015F1040
622107701,アトルバスタチン錠１０ｍｇ「ＫＮ」,2189015F2046
622110401,アトルバスタチン錠５ｍｇ「トーワ」,2189015F1074
622110501,アトルバスタチン錠１０ｍｇ「トーワ」,2189015F2070
622116801,シンスタチン錠１０ｍｇ,2189011F2137
622116802,シンバスタチン錠１０ｍｇ「ＹＤ」,2189011F2218
622116901,シンスタチン錠２０ｍｇ,2189011F3125
622116902,シンバスタチン錠２０ｍｇ「ＹＤ」,2189011F3192
622126901,アトルバスタチン錠５ｍｇ「サンド」,2189015F1066
622127001,アトルバスタチン錠１０ｍｇ「サンド」,2189015F2062
622128201,シンバスタチン錠１０ｍｇ「ＮｉｋＰ」,2189011F2161
622128301,シンバスタチン錠２０ｍｇ「ＮｉｋＰ」,2189011F3150
622136401,リバロ錠４ｍｇ,2189016F3020
622139600,プラバスタチンナトリウム錠　１０ｍｇ,2189010F2019
622143801,アトルバスタチン錠５ｍｇ「アメル」,2189015F1112
622143901,アトルバスタチン錠１０ｍｇ「アメル」,2189015F2119
622152001,アトルバスタチン錠５ｍｇ「ＺＥ」,2189015F1104
622152101,アトルバスタチン錠１０ｍｇ「ＺＥ」,2189015F2100
622161801,アトルバスタチン錠５ｍｇ「モチダ」,2189015F1139
622161901,アトルバスタチン錠１０ｍｇ「モチダ」,2189015F2135
622165601,アトルバスタチン錠５ｍｇ「ＮＰ」,2189015F1090
622165701,アトルバスタチン錠１０ｍｇ「ＮＰ」,2189015F2097
622167601,アトルバスタチン錠５ｍｇ「日医工」,2189015F1120
622167701,アトルバスタチン錠１０ｍｇ「日医工」,2189015F2127
622169901,ラミアン錠１０ｍｇ,2189011F2188
622170001,ラミアン錠２０ｍｇ,2189011F3176
622170101,アトルバスタチン錠５ｍｇ「ＤＳＥＰ」,2189015F1082
622170201,アトルバスタチン錠１０ｍｇ「ＤＳＥＰ」,2189015F2089
622180601,アトルバスタチン錠５ｍｇ「明治」,2189015F1180
622180701,アトルバスタチン錠１０ｍｇ「明治」,2189015F2186
622186601,アトルバスタチン錠５ｍｇ「ＹＤ」,2189015F1163
622186701,アトルバスタチン錠１０ｍｇ「ＹＤ」,2189015F2160
622187601,アトルバスタチン錠５ｍｇ「杏林」,2189015F1171
622187701,アトルバスタチン錠１０ｍｇ「杏林」,2189015F2178
622204801,アトルバスタチン錠５ｍｇ「ＪＧ」,2189015F1147
622204901,アトルバスタチン錠１０ｍｇ「ＪＧ」,2189015F2143
622217101,アトルバスタチン錠５ｍｇ「ＴＳＵ」,2189015F1155
622217201,アトルバスタチン錠１０ｍｇ「ＴＳＵ」,2189015F2151
622239201,リバロＯＤ錠１ｍｇ,2189016F4027
622239301,リバロＯＤ錠２ｍｇ,2189016F5023
622241301,アトルバスタチン錠５ｍｇ「ＴＹＫ」,2189015F1201
622241401,アトルバスタチン錠１０ｍｇ「ＴＹＫ」,2189015F2208
622244801,アトルバスタチン錠５ｍｇ「ＮＳ」,2189015F1198
622244901,アトルバスタチン錠１０ｍｇ「ＮＳ」,2189015F2194
622252001,アトルバスタチン錠５ｍｇ「ケミファ」,2189015F1210
622252101,アトルバスタチン錠１０ｍｇ「ケミファ」,2189015F2216
622268001,ピタバスタチンカルシウム錠１ｍｇ「ＺＥ」,2189016F1230
622268101,ピタバスタチンカルシウム錠２ｍｇ「ＺＥ」,2189016F2237
622268201,ピタバスタチンカルシウム錠４ｍｇ「ＺＥ」,2189016F3136
622269101,ピタバスタチンＣａ錠１ｍｇ「杏林」,2189016F1117
622269201,ピタバスタチンＣａ錠２ｍｇ「杏林」,2189016F2113
622270001,ピタバスタチンＣａ錠１ｍｇ「ＹＤ」,2189016F1087
622270101,ピタバスタチンＣａ錠２ｍｇ「ＹＤ」,2189016F2083
622271801,ピタバスタチンカルシウム錠１ｍｇ「日医工」,2189016F1257
622271901,ピタバスタチンカルシウム錠２ｍｇ「日医工」,2189016F2253
622273101,ピタバスタチンＣａ錠１ｍｇ「ファイザー」,2189016F1206
622273201,ピタバスタチンＣａ錠２ｍｇ「ファイザー」,2189016F2202
622273301,ピタバスタチンＣａ錠４ｍｇ「ファイザー」,2189016F3110
622274901,ピタバスタチンＣａ錠１ｍｇ「タカタ」,2189016F1168
622275001,ピタバスタチンＣａ錠２ｍｇ「タカタ」,2189016F2164
622275101,ピタバスタチンＣａ錠４ｍｇ「タカタ」,2189016F3098
622276301,ピタバスタチンＣａ錠１ｍｇ「アメル」,2189016F1095
622276401,ピタバスタチンＣａ錠２ｍｇ「アメル」,2189016F2091
622276501,ピタバスタチンＣａ錠４ｍｇ「アメル」,2189016F3071
622280201,ピタバスタチンＣａ錠１ｍｇ「トーワ」,2189016F1184
622280301,ピタバスタチンＣａ錠２ｍｇ「トーワ」,2189016F2180
622280401,ピタバスタチンＣａ錠４ｍｇ「トーワ」,2189016F3101
622280501,ピタバスタチンＣａ・ＯＤ錠１ｍｇ「トーワ」,2189016F4035
622280601,ピタバスタチンＣａ・ＯＤ錠２ｍｇ「トーワ」,2189016F5031
622280701,アトルバスタチンＯＤ錠５ｍｇ「トーワ」,2189015F3026
622280801,アトルバスタチンＯＤ錠１０ｍｇ「トーワ」,2189015F4022
622282201,ピタバスタチンＣａ錠１ｍｇ「日新」,2189016F1192
622282301,ピタバスタチンＣａ錠２ｍｇ「日新」,2189016F2199
622283701,ピタバスタチンカルシウム錠１ｍｇ「テバ」,2189016F1249
622283801,ピタバスタチンカルシウム錠２ｍｇ「テバ」,2189016F2245
622285001,ピタバスタチンカルシウム錠１ｍｇ「モチダ」,2189016F1265
622285101,ピタバスタチンカルシウム錠２ｍｇ「モチダ」,2189016F2261
622286201,ピタバスタチンＣａ錠１ｍｇ「明治」,2189016F1214
622286301,ピタバスタチンＣａ錠２ｍｇ「明治」,2189016F2210
622286401,ピタバスタチンＣａ錠４ｍｇ「明治」,2189016F3128
622287601,リバロＯＤ錠４ｍｇ,2189016F6020
622289501,ピタバスタチンＣａ錠１ｍｇ「サンド」,2189016F1141
622289601,ピタバスタチンＣａ錠２ｍｇ「サンド」,2189016F2148
622291801,ピタバスタチンＣａ錠１ｍｇ「ＥＥ」,2189016F1036
622291901,ピタバスタチンＣａ錠２ｍｇ「ＥＥ」,2189016F2032
622292001,ピタバスタチンＣａ錠４ｍｇ「ＥＥ」,2189016F3039
622292301,ピタバスタチンＣａ錠１ｍｇ「ＭＥＥＫ」,2189016F1052
622292401,ピタバスタチンＣａ錠２ｍｇ「ＭＥＥＫ」,2189016F2059
622292501,ピタバスタチンＣａ錠４ｍｇ「ＭＥＥＫ」,2189016F3055
622293301,ピタバスタチンＣａ錠１ｍｇ「三和」,2189016F1150
622293401,ピタバスタチンＣａ錠２ｍｇ「三和」,2189016F2156
622294301,ピタバスタチンＣａ錠１ｍｇ「ＮＰ」,2189016F1060
622294401,ピタバスタチンＣａ錠２ｍｇ「ＮＰ」,2189016F2067
622294501,ピタバスタチンＣａ錠４ｍｇ「ＮＰ」,2189016F3063
622296001,ピタバスタチンＣａ錠１ｍｇ「サワイ」,2189016F1133
622296101,ピタバスタチンＣａ錠２ｍｇ「サワイ」,2189016F2130
622296201,ピタバスタチンＣａ錠４ｍｇ「サワイ」,2189016F3080
622297101,ピタバスタチンＣａ錠１ｍｇ「ケミファ」,2189016F1125
622297201,ピタバスタチンＣａ錠２ｍｇ「ケミファ」,2189016F2121
622298001,ピタバスタチンＣａ錠１ｍｇ「ＦＦＰ」,2189016F1044
622298101,ピタバスタチンＣａ錠２ｍｇ「ＦＦＰ」,2189016F2040
622298201,ピタバスタチンＣａ錠４ｍｇ「ＦＦＰ」,2189016F3047
622299001,ピタバスタチンＣａ錠１ｍｇ「科研」,2189016F1109
622299101,ピタバスタチンＣａ錠２ｍｇ「科研」,2189016F2105
622302401,アトルバスタチン錠５ｍｇ「ＴＣＫ」,2189015F1228
622302501,アトルバスタチン錠１０ｍｇ「ＴＣＫ」,2189015F2224
622302801,ピタバスタチンＣａ錠１ｍｇ「ＴＣＫ」,2189016F1079
622302901,ピタバスタチンＣａ錠２ｍｇ「ＴＣＫ」,2189016F2075
622304601,ピタバスタチンカルシウム錠１ｍｇ「ＫＯ」,2189016F1222
622304701,ピタバスタチンカルシウム錠２ｍｇ「ＫＯ」,2189016F2229
622304801,ピタバスタチンＣａ錠１ｍｇ「ツルハラ」,2189016F1176
622304901,ピタバスタチンＣａ錠２ｍｇ「ツルハラ」,2189016F2172
621521301,プラバスタチンＮａ錠５ｍｇ「テバ」,2189010F1454
621521401,プラバスタチンＮａ錠１０ｍｇ「テバ」,2189010F2477
621531703,プラバスタチンナトリウム塩錠１０ｍｇ「ファイザー」,2189010F2469
621532401,プラバスタチンＮａ錠５ｍｇ「ＮＳ」,2189010F1438
621532501,プラバスタチンＮａ錠１０ｍｇ「ＮＳ」,2189010F2450
621532601,プラバスタチンＮａ錠１０ｍｇ「ＣＭＸ」,2189010F2019
621532902,プラバスタチンＮａ錠５ｍｇ「杏林」,2189010F1420
621533002,プラバスタチンＮａ錠１０ｍｇ「杏林」,2189010F2019
621533501,シンバスタチン錠５ｍｇ「あすか」,2189011F1289
621534003,シンバスタチン錠５ｍｇ「武田テバ」,2189011F1017
621534204,シンバスタチン錠５ｍｇ「杏林」,2189011F1017
621623603,シンバスタチン錠１０ｍｇ「武田テバ」,2189011F2250
621752501,プラバスタチンＮａ錠５ｍｇ「ＣＭＸ」,2189010F1470
621955003,シンバスタチン錠１０ｍｇ「杏林」,2189011F2013
621981403,プラバスタチンナトリウム塩錠５ｍｇ「ファイザー」,2189010F1446
622102502,シンバスタチン錠２０ｍｇ「武田テバ」,2189011F3222
622169902,シンバスタチン錠１０ｍｇ「あすか」,2189011F2242
622170002,シンバスタチン錠２０ｍｇ「あすか」,2189011F3214
622180602,アトルバスタチン錠５ｍｇ「Ｍｅ」,2189015F1236
622180702,アトルバスタチン錠１０ｍｇ「Ｍｅ」,2189015F2232
622315400,シンバスタチン５ｍｇ錠,2189011F1017
622315500,シンバスタチン１０ｍｇ錠,2189011F2013
622321900,プラバスタチンナトリウム５ｍｇ錠,2189010F1012
622342801,ピタバスタチンカルシウム錠４ｍｇ「テバ」,2189016F3209
622347401,ピタバスタチンカルシウム錠４ｍｇ「モチダ」,2189016F3160
622359101,ピタバスタチンＣａ錠４ｍｇ「科研」,2189016F3144
622360101,アトルバスタチン錠２０ｍｇ「日医工」,2189015F5029
622362701,ピタバスタチンカルシウム錠４ｍｇ「ＫＯ」,2189016F3012
622365801,ピタバスタチンＣａ錠４ｍｇ「杏林」,2189016F3187
622372401,ピタバスタチンＣａ・ＯＤ錠４ｍｇ「トーワ」,2189016F6038
622387001,ピタバスタチンＣａ錠４ｍｇ「ＴＣＫ」,2189016F3012
622387601,ピタバスタチンカルシウム錠４ｍｇ「日医工」,2189016F3217
622392501,ピタバスタチンＣａ錠４ｍｇ「三和」,2189016F3195
622406901,ピタバスタチンＣａ錠４ｍｇ「ＹＤ」,2189016F3233
622419701,ピタバスタチンＣａ・ＯＤ錠１ｍｇ「明治」,2189016F4051
622419801,ピタバスタチンＣａ・ＯＤ錠２ｍｇ「明治」,2189016F5058
622419901,ピタバスタチンＣａ・ＯＤ錠４ｍｇ「明治」,2189016F6046
622421601,ピタバスタチンＣａ錠１ｍｇ「ＪＧ」,2189016F1273
622421701,ピタバスタチンＣａ錠２ｍｇ「ＪＧ」,2189016F2270
622421801,ピタバスタチンＣａ錠４ｍｇ「ＪＧ」,2189016F3225
622426201,ピタバスタチンＣａ錠４ｍｇ「日新」,2189016F3276
622427701,ピタバスタチンＣａ錠４ｍｇ「ツルハラ」,2189016F3012
622427801,ピタバスタチンＣａ錠４ｍｇ「ケミファ」,2189016F3241
622431401,ピタバスタチンＣａ錠４ｍｇ「サンド」,2189016F3250
622434301,ピタバスタチンＣａ・ＯＤ錠１ｍｇ「ＭＥＥＫ」,2189016F4043
622434401,ピタバスタチンＣａ・ＯＤ錠２ｍｇ「ＭＥＥＫ」,2189016F5040
622441101,クレストールＯＤ錠２．５ｍｇ,2189017F3025
622441201,クレストールＯＤ錠５ｍｇ,2189017F4021
622444001,アマルエット配合錠１番「ＫＮ」,2190101F1055
622444101,アマルエット配合錠２番「ＫＮ」,2190102F1050
622444201,アマルエット配合錠３番「ＫＮ」,2190103F1054
622444301,アマルエット配合錠４番「ＫＮ」,2190104F1059
622445401,アマルエット配合錠１番「ケミファ」,2190101F1071
622445501,アマルエット配合錠２番「ケミファ」,2190102F1076
622445601,アマルエット配合錠３番「ケミファ」,2190103F1070
622445701,アマルエット配合錠４番「ケミファ」,2190104F1075
622447601,アマルエット配合錠１番「トーワ」,2190101F1101
622447701,アマルエット配合錠２番「トーワ」,2190102F1106
622447801,アマルエット配合錠３番「トーワ」,2190103F1100
622447901,アマルエット配合錠４番「トーワ」,2190104F1105
622452401,アマルエット配合錠１番「ＴＣＫ」,2190101F1063
622452501,アマルエット配合錠２番「ＴＣＫ」,2190102F1068
622452601,アマルエット配合錠３番「ＴＣＫ」,2190103F1062
622452701,アマルエット配合錠４番「ＴＣＫ」,2190104F1067
622453001,アマルエット配合錠１番「ＤＳＥＰ」,2190101F1039
622453101,アマルエット配合錠２番「ＤＳＥＰ」,2190102F1033
622453201,アマルエット配合錠３番「ＤＳＥＰ」,2190103F1038
622453301,アマルエット配合錠４番「ＤＳＥＰ」,2190104F1032
622456901,アマルエット配合錠１番「サワイ」,2190101F1080
622457001,アマルエット配合錠２番「サワイ」,2190102F1084
622457101,アマルエット配合錠３番「サワイ」,2190103F1089
622457201,アマルエット配合錠４番「サワイ」,2190104F1083
622457701,ピタバスタチンＣａ・ＯＤ錠１ｍｇ「サワイ」,2189016F4060
622457801,ピタバスタチンＣａ・ＯＤ錠２ｍｇ「サワイ」,2189016F5066
622457901,ピタバスタチンＣａ・ＯＤ錠４ｍｇ「サワイ」,2189016F6054
622461101,アマルエット配合錠１番「サンド」,2190101F1098
622461201,アマルエット配合錠２番「サンド」,2190102F1092
622461301,アマルエット配合錠３番「サンド」,2190103F1097
622461401,アマルエット配合錠４番「サンド」,2190104F1091
622462701,アマルエット配合錠１番「ＥＥ」,2190101F1047
622462801,アマルエット配合錠２番「ＥＥ」,2190102F1041
622462901,アマルエット配合錠３番「ＥＥ」,2190103F1046
622463001,アマルエット配合錠４番「ＥＥ」,2190104F1040
622464901,ピタバスタチンＣａ錠１ｍｇ「ＤＫ」,2189016F1281
622465001,ピタバスタチンＣａ錠２ｍｇ「ＤＫ」,2189016F2288
622465101,ピタバスタチンＣａ錠４ｍｇ「ＤＫ」,2189016F3012
622465301,アマルエット配合錠１番「日医工」,2190101F1110
622465401,アマルエット配合錠２番「日医工」,2190102F1114
622465501,アマルエット配合錠３番「日医工」,2190103F1119
622465601,アマルエット配合錠４番「日医工」,2190104F1113
622467801,アマルエット配合錠１番「ニプロ」,2190101F1128
622467901,アマルエット配合錠２番「ニプロ」,2190102F1122
622468001,アマルエット配合錠３番「ニプロ」,2190103F1127
622468101,アマルエット配合錠４番「ニプロ」,2190104F1121
622475000,アトルバスタチンカルシウム５ｍｇ錠,2189015F1015
622475100,アトルバスタチンカルシウム１０ｍｇ錠,2189015F2011
622512001,ピタバスタチンＣａ・ＯＤ錠１ｍｇ「ファイザー」,2189016F4094
622512101,ピタバスタチンＣａ・ＯＤ錠２ｍｇ「ファイザー」,2189016F5090
622512201,ピタバスタチンＣａ・ＯＤ錠４ｍｇ「ファイザー」,2189016F6089
622522101,ピタバスタチンＣａ・ＯＤ錠１ｍｇ「杏林」,2189016F4019
622522201,ピタバスタチンＣａ・ＯＤ錠２ｍｇ「杏林」,2189016F5015
622522301,ピタバスタチンＣａ・ＯＤ錠４ｍｇ「杏林」,2189016F6070
622524501,ピタバスタチンＣａ・ＯＤ錠１ｍｇ「ＪＧ」,2189016F4078
622524601,ピタバスタチンＣａ・ＯＤ錠２ｍｇ「ＪＧ」,2189016F5074
622524701,ピタバスタチンＣａ・ＯＤ錠４ｍｇ「ＪＧ」,2189016F6062
622528901,ピタバスタチンカルシウムＯＤ錠１ｍｇ「日医工」,2189016F4108
622529001,ピタバスタチンカルシウムＯＤ錠２ｍｇ「日医工」,2189016F5104
622537301,ロスバスタチン錠２．５ｍｇ「杏林」,2189017F1138
622537401,ロスバスタチン錠５ｍｇ「杏林」,2189017F2134
622568601,ピタバスタチンカルシウムＯＤ錠４ｍｇ「日医工」,2189016F6097
622571801,ロスバスタチン錠２．５ｍｇ「ＤＳＥＰ」,2189017F1030
622571901,ロスバスタチン錠５ｍｇ「ＤＳＥＰ」,2189017F2037
622572801,ロスバスタチン錠２．５ｍｇ「ゼリア」,2189017F1189
622572901,ロスバスタチン錠５ｍｇ「ゼリア」,2189017F2185
622575201,ロスバスタチン錠２．５ｍｇ「ＹＤ」,2189017F1081
622575301,ロスバスタチン錠５ｍｇ「ＹＤ」,2189017F2088
622575401,ロスバスタチンＯＤ錠２．５ｍｇ「ＹＤ」,2189017F3084
622575501,ロスバスタチンＯＤ錠５ｍｇ「ＹＤ」,2189017F4080
622575601,ロスバスタチンＯＤ錠２．５ｍｇ「ＤＳＥＰ」,2189017F3033
622575701,ロスバスタチンＯＤ錠５ｍｇ「ＤＳＥＰ」,2189017F4030
622577901,ロスバスタチン錠２．５ｍｇ「ケミファ」,2189017F1146
622578001,ロスバスタチン錠５ｍｇ「ケミファ」,2189017F2142
622578101,ロスバスタチンＯＤ錠２．５ｍｇ「ケミファ」,2189017F3130
622578201,ロスバスタチンＯＤ錠５ｍｇ「ケミファ」,2189017F4137
622578401,ロスバスタチン錠２．５ｍｇ「タカタ」,2189017F1197
622578501,ロスバスタチン錠５ｍｇ「タカタ」,2189017F2193
622578601,ロスバスタチン錠１０ｍｇ「タカタ」,2189017F5028
622578701,ロスバスタチンＯＤ錠２．５ｍｇ「タカタ」,2189017F3165
622578801,ロスバスタチンＯＤ錠５ｍｇ「タカタ」,2189017F4161
622581601,ロスバスタチンＯＤ錠１０ｍｇ「トーワ」,2189017F6024
622581701,ロスバスタチンＯＤ錠２．５ｍｇ「トーワ」,2189017F3173
622581801,ロスバスタチンＯＤ錠５ｍｇ「トーワ」,2189017F4170
622581901,ロスバスタチン錠１０ｍｇ「トーワ」,2189017F5036
622582001,ロスバスタチン錠２．５ｍｇ「トーワ」,2189017F1219
622582101,ロスバスタチン錠５ｍｇ「トーワ」,2189017F2215
