医薬品コード,名称,薬価基準収載医薬品コード
622706300,ブロチゾラム０．２５ｍｇ錠,1124009F1010
610463183,ブロチゾラムＭ錠０．２５「ＥＭＥＣ」,1124009F1010
622015501,ブロチゾラムＯＤ錠０．２５ｍｇ「ＪＧ」,1124009F2017
622276601,ブロチゾラムＯＤ錠０．２５ｍｇ「アメル」,1124009F2017
621920901,ブロチゾラムＯＤ錠０．２５ｍｇ「サワイ」,1124009F2017
621671201,ブロチゾラムＯＤ錠０．２５ｍｇ「テバ」,1124009F2017
620039201,ブロチゾラム錠０．２５ｍｇ「ＡＦＰ」,1124009F1010
620039301,ブロチゾラム錠０．２５ｍｇ「ＣＨ」,1124009F1010
621465702,ブロチゾラム錠０．２５ｍｇ「ＥＭＥＣ」,1124009F1010
622015401,ブロチゾラム錠０．２５ｍｇ「ＪＧ」,1124009F1010
621209001,ブロチゾラム錠０．２５ｍｇ「ＴＣＫ」,1124009F1010
620002807,ブロチゾラム錠０．２５ｍｇ「ＹＤ」,1124009F1010
620039601,ブロチゾラム錠０．２５ｍｇ「アメル」,1124009F1010
620039402,ブロチゾラム錠０．２５ｍｇ「オーハラ」,1124009F1010
620039501,ブロチゾラム錠０．２５ｍｇ「サワイ」,1124009F1010
620038901,ブロチゾラム錠０．２５ｍｇ「テバ」,1124009F1010
620039001,ブロチゾラム錠０．２５ｍｇ「トーワ」,1124009F1010
620038802,ブロチゾラム錠０．２５ｍｇ「ヨシトミ」,1124009F1010
620039901,ブロチゾラム錠０．２５ｍｇ「日医工」,1124009F1010
620039702,ブロチゾラム錠０．２５ｍｇ「日新」,1124009F1010
610463223,レンドルミンＤ錠０．２５ｍｇ,1124009F2025
620004625,レンドルミン錠０．２５ｍｇ,1124009F1223
611120119,ロラメット錠１．０,1124010F1030
621389702,【廃】フルニトラゼパム錠１ｍｇ「ＳＮ」,1124008F1083
622129302,【廃】フルニトラゼパム錠２ｍｇ「ＳＮ」,1124008F2012
611120097,【廃】ロヒプノール錠１,1124008F1032
611120098,【廃】ロヒプノール錠２,1124008F2039
620003835,【廃】ロヒプノール静注用２ｍｇ,1124400A1040
622705700,エスタゾラム１ｍｇ錠,1124001F1014
622705800,エスタゾラム２ｍｇ錠,1124001F2010
610453022,エスタゾラム錠１ｍｇ「アメル」,1124001F1014
610453023,エスタゾラム錠２ｍｇ「アメル」,1124001F2010
622707800,クアゼパム１５ｍｇ錠,1124030F1010
622707900,クアゼパム２０ｍｇ錠,1124030F2017
620005382,クアゼパム錠１５ｍｇ「ＭＮＰ」,1124030F1037
620005385,クアゼパム錠１５ｍｇ「ＹＤ」,1124030F1010
620005381,クアゼパム錠１５ｍｇ「アメル」,1124030F1010
620008005,クアゼパム錠１５ｍｇ「サワイ」,1124030F1010
620005383,クアゼパム錠１５ｍｇ「トーワ」,1124030F1061
620005384,クアゼパム錠１５ｍｇ「日医工」,1124030F1070
620005386,クアゼパム錠２０ｍｇ「ＭＮＰ」,1124030F2033
620005388,クアゼパム錠２０ｍｇ「ＹＤ」,1124030F2017
620008006,クアゼパム錠２０ｍｇ「アメル」,1124030F2017
620008007,クアゼパム錠２０ｍｇ「サワイ」,1124030F2017
620005387,クアゼパム錠２０ｍｇ「トーワ」,1124030F2050
620008008,クアゼパム錠２０ｍｇ「日医工」,1124030F2084
611120087,サイレース錠１ｍｇ,1124008F1024
611120088,サイレース錠２ｍｇ,1124008F2020
620005164,サイレース静注２ｍｇ,1124400A1058
610432030,ドラール錠１５,1124030F1029
610432031,ドラール錠２０,1124030F2025
622706100,フルニトラゼパム１ｍｇ錠,1124008F1016
622706200,フルニトラゼパム２ｍｇ錠,1124008F2012
622109101,フルニトラゼパム錠１ｍｇ「ＪＧ」,1124008F1016
620038401,フルニトラゼパム錠１ｍｇ「ＴＣＫ」,1124008F1016
610444126,フルニトラゼパム錠１ｍｇ「アメル」,1124008F1016
622109201,フルニトラゼパム錠２ｍｇ「ＪＧ」,1124008F2012
621527701,フルニトラゼパム錠２ｍｇ「ＴＣＫ」,1124008F2012
610463174,フルニトラゼパム錠２ｍｇ「アメル」,1124008F2012
611120080,ユーロジン１ｍｇ錠,1124001F1022
611120081,ユーロジン２ｍｇ錠,1124001F2029
610454088,ユーロジン散１％,1124001B1039
611120015,ダルメートカプセル１５,1124002M2022
611120002,アモバルビタール,1125001X1017
620006559,イソミタール原末,1125001X1017
620005131,ラボナ錠５０ｍｇ,1125006F1030
620004156,注射用アイオナール・ナトリウム（０．２）,1125401D2028
611120157,【廃】バルビタール「ホエイ」,1125002X1011
611120058,バルビタール,1125002X1011
661120001,エスクレ坐剤「２５０」,1123700J1020
661120002,エスクレ坐剤「５００」,1123700J2027
620002623,エスクレ注腸用キット「５００」,1123700X1023
611120086,抱水クロラール,1123001X1012
620006049,トリクロリールシロップ１０％,1129004Q1031
620003264,【廃】プレセデックス静注液２００μｇ「ホスピーラ」,1129400A1046
622667301,デクスメデトミジン静注液２００μｇ／５０ｍＬシリンジ「ニプロ」,1129400G1049
622661401,デクスメデトミジン静注液２００μｇ「サンド」,1129400A1062
622667401,デクスメデトミジン静注液２００μｇ「ニプロ」,1129400A1070
622630901,プレセデックス静注液２００μｇ／５０ｍＬシリンジ「ファイザー」,1129400G1022
622625801,プレセデックス静注液２００μｇ／５０ｍＬシリンジ「マルイシ」,1129400G1030
621711302,プレセデックス静注液２００μｇ「ファイザー」,1129400A1054
620001913,プレセデックス静注液２００μｇ「マルイシ」,1129400A1038
622793601,メラトベル顆粒小児用０．２％,1190028D1026
621985801,ロゼレム錠８ｍｇ,1190016F1024
622517401,ベルソムラ錠１０ｍｇ,1190023F3027
622374201,ベルソムラ錠１５ｍｇ,1190023F1024
622374301,ベルソムラ錠２０ｍｇ,1190023F2020
621210601,【廃】ゾピクロン錠１０ｍｇ「ＴＣＫ」,1129007F2014
620059901,【廃】ゾピクロン錠１０ｍｇ「アメル」,1129007F2014
621210501,【廃】ゾピクロン錠７．５ｍｇ「ＴＣＫ」,1129007F1131
620059401,【廃】ゾピクロン錠７．５ｍｇ「アメル」,1129007F1018
622139901,【廃】ゾルピデム酒石酸塩錠１０ｍｇ「ＤＳＰ」,1129009F2072
622153901,【廃】ゾルピデム酒石酸塩錠１０ｍｇ「ＦＦＰ」,1129009F2102
622154601,【廃】ゾルピデム酒石酸塩錠１０ｍｇ「ＫＯＧ」,1129009F2137
622160701,【廃】ゾルピデム酒石酸塩錠１０ｍｇ「ＳＮ」,1129009F2013
622139801,【廃】ゾルピデム酒石酸塩錠５ｍｇ「ＤＳＰ」,1129009F1076
622153801,【廃】ゾルピデム酒石酸塩錠５ｍｇ「ＦＦＰ」,1129009F1106
622154501,【廃】ゾルピデム酒石酸塩錠５ｍｇ「ＫＯＧ」,1129009F1130
622160601,【廃】ゾルピデム酒石酸塩錠５ｍｇ「ＳＮ」,1129009F1017
610422195,【廃】ドパリール錠１０,1129007F2057
610422196,【廃】ドパリール錠７．５,1129007F1077
622012001,アモバンテス錠１０,1129007F2014
610412015,アモバンテス錠７．５,1129007F1018
611120112,アモバン錠１０,1129007F2022
611120111,アモバン錠７．５,1129007F1026
622317500,ゾピクロン１０ｍｇ錠,1129007F2014
622708200,ゾピクロン７．５ｍｇ錠,1129007F1018
620059801,ゾピクロン錠１０ｍｇ「サワイ」,1129007F2014
620009346,ゾピクロン錠１０ｍｇ「トーワ」,1129007F2014
620060003,ゾピクロン錠１０ｍｇ「杏林」,1129007F2014
620059301,ゾピクロン錠７．５ｍｇ「サワイ」,1129007F1018
620006013,ゾピクロン錠７．５ｍｇ「トーワ」,1129007F1018
620059503,ゾピクロン錠７．５ｍｇ「杏林」,1129007F1018
622691200,ゾルピデム酒石酸塩１０ｍｇ口腔内崩壊錠,1129009F4016
622473500,ゾルピデム酒石酸塩１０ｍｇ錠,1129009F2013
622691100,ゾルピデム酒石酸塩５ｍｇ口腔内崩壊錠,1129009F3010
622473400,ゾルピデム酒石酸塩５ｍｇ錠,1129009F1017
622162101,ゾルピデム酒石酸塩ＯＤフィルム１０ｍｇ「モチダ」,1129009F4059
622162001,ゾルピデム酒石酸塩ＯＤフィルム５ｍｇ「モチダ」,1129009F3052
622137301,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「ＥＥ」,1129009F4024
622140701,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「ＫＮ」,1129009F4032
622168101,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「サワイ」,1129009F4040
622279701,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「トーワ」,1129009F4067
622387501,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「日医工」,1129009F4016
622137201,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「ＥＥ」,1129009F3028
622140601,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「ＫＮ」,1129009F3010
622168001,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「サワイ」,1129009F3044
622279601,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「トーワ」,1129009F3060
622386301,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「日医工」,1129009F3010
622159901,ゾルピデム酒石酸塩錠１０ｍｇ「ＡＡ」,1129009F2030
622179101,ゾルピデム酒石酸塩錠１０ｍｇ「ＡＦＰ」,1129009F2048
622175001,ゾルピデム酒石酸塩錠１０ｍｇ「ＤＫ」,1129009F2056
622170401,ゾルピデム酒石酸塩錠１０ｍｇ「ＤＳＥＰ」,1129009F2064
622137101,ゾルピデム酒石酸塩錠１０ｍｇ「ＥＥ」,1129009F2080
622158701,ゾルピデム酒石酸塩錠１０ｍｇ「Ｆ」,1129009F2099
622166201,ゾルピデム酒石酸塩錠１０ｍｇ「ＪＧ」,1129009F2013
622139903,ゾルピデム酒石酸塩錠１０ｍｇ「ＫＭＰ」,1129009F2358
622140501,ゾルピデム酒石酸塩錠１０ｍｇ「ＫＮ」,1129009F2129
622164701,ゾルピデム酒石酸塩錠１０ｍｇ「ＮＰ」,1129009F2013
622154602,ゾルピデム酒石酸塩錠１０ｍｇ「ＮＰＩ」,1129009F2366
622156201,ゾルピデム酒石酸塩錠１０ｍｇ「ＴＣＫ」,1129009F2161
622150501,ゾルピデム酒石酸塩錠１０ｍｇ「ＹＤ」,1129009F2170
622152301,ゾルピデム酒石酸塩錠１０ｍｇ「ＺＥ」,1129009F2188
622144201,ゾルピデム酒石酸塩錠１０ｍｇ「アメル」,1129009F2013
622138401,ゾルピデム酒石酸塩錠１０ｍｇ「オーハラ」,1129009F2218
622178502,ゾルピデム酒石酸塩錠１０ｍｇ「クニヒロ」,1129009F2013
622162601,ゾルピデム酒石酸塩錠１０ｍｇ「ケミファ」,1129009F2234
622167901,ゾルピデム酒石酸塩錠１０ｍｇ「サワイ」,1129009F2242
622176501,ゾルピデム酒石酸塩錠１０ｍｇ「サンド」,1129009F2013
622145201,ゾルピデム酒石酸塩錠１０ｍｇ「タカタ」,1129009F2269
622159701,ゾルピデム酒石酸塩錠１０ｍｇ「テバ」,1129009F2277
622142001,ゾルピデム酒石酸塩錠１０ｍｇ「トーワ」,1129009F2285
622148401,ゾルピデム酒石酸塩錠１０ｍｇ「ファイザー」,1129009F2315
622175901,ゾルピデム酒石酸塩錠１０ｍｇ「杏林」,1129009F2013
622174101,ゾルピデム酒石酸塩錠１０ｍｇ「日医工」,1129009F2013
622153401,ゾルピデム酒石酸塩錠１０ｍｇ「日新」,1129009F2307
622134201,ゾルピデム酒石酸塩錠１０ｍｇ「明治」,1129009F2331
622159801,ゾルピデム酒石酸塩錠５ｍｇ「ＡＡ」,1129009F1033
622179001,ゾルピデム酒石酸塩錠５ｍｇ「ＡＦＰ」,1129009F1017
622174901,ゾルピデム酒石酸塩錠５ｍｇ「ＤＫ」,1129009F1017
622170301,ゾルピデム酒石酸塩錠５ｍｇ「ＤＳＥＰ」,1129009F1068
622137001,ゾルピデム酒石酸塩錠５ｍｇ「ＥＥ」,1129009F1084
622158601,ゾルピデム酒石酸塩錠５ｍｇ「Ｆ」,1129009F1092
622166101,ゾルピデム酒石酸塩錠５ｍｇ「ＪＧ」,1129009F1114
622139803,ゾルピデム酒石酸塩錠５ｍｇ「ＫＭＰ」,1129009F1017
622140401,ゾルピデム酒石酸塩錠５ｍｇ「ＫＮ」,1129009F1017
622164601,ゾルピデム酒石酸塩錠５ｍｇ「ＮＰ」,1129009F1017
622154502,ゾルピデム酒石酸塩錠５ｍｇ「ＮＰＩ」,1129009F1360
622156101,ゾルピデム酒石酸塩錠５ｍｇ「ＴＣＫ」,1129009F1165
622150401,ゾルピデム酒石酸塩錠５ｍｇ「ＹＤ」,1129009F1173
622152201,ゾルピデム酒石酸塩錠５ｍｇ「ＺＥ」,1129009F1181
622144101,ゾルピデム酒石酸塩錠５ｍｇ「アメル」,1129009F1017
622138301,ゾルピデム酒石酸塩錠５ｍｇ「オーハラ」,1129009F1211
622178402,ゾルピデム酒石酸塩錠５ｍｇ「クニヒロ」,1129009F1017
622162501,ゾルピデム酒石酸塩錠５ｍｇ「ケミファ」,1129009F1238
622167801,ゾルピデム酒石酸塩錠５ｍｇ「サワイ」,1129009F1246
622176401,ゾルピデム酒石酸塩錠５ｍｇ「サンド」,1129009F1017
622145101,ゾルピデム酒石酸塩錠５ｍｇ「タカタ」,1129009F1262
622159601,ゾルピデム酒石酸塩錠５ｍｇ「テバ」,1129009F1270
622141901,ゾルピデム酒石酸塩錠５ｍｇ「トーワ」,1129009F1289
622148301,ゾルピデム酒石酸塩錠５ｍｇ「ファイザー」,1129009F1319
622175801,ゾルピデム酒石酸塩錠５ｍｇ「杏林」,1129009F1017
622174001,ゾルピデム酒石酸塩錠５ｍｇ「日医工」,1129009F1017
622153301,ゾルピデム酒石酸塩錠５ｍｇ「日新」,1129009F1300
622134101,ゾルピデム酒石酸塩錠５ｍｇ「明治」,1129009F1335
622145401,ゾルピデム酒石酸塩内用液１０ｍｇ「タカタ」,1129009S2020
622145301,ゾルピデム酒石酸塩内用液５ｍｇ「タカタ」,1129009S1023
610443048,マイスリー錠１０ｍｇ,1129009F2021
610443047,マイスリー錠５ｍｇ,1129009F1025
622148801,ルネスタ錠１ｍｇ,1129010F1028
622148901,ルネスタ錠２ｍｇ,1129010F2024
622149001,ルネスタ錠３ｍｇ,1129010F3020
620008232,【廃】ミダゾラム注射液１０ｍｇ「タイヨー」,1124401A1079
622748400,ミダゾラム１０ｍｇ２ｍＬ注射液,1124401A1010
622320300,【廃】ニトラゼパム１０ｍｇ錠,1124003F3016
620033801,ニトラゼパム細粒１％「ＴＣＫ」,1124003C1114
622114301,ニトラゼパム錠１０ｍｇ「ＪＧ」,1124003F3156
620035501,ニトラゼパム錠１０ｍｇ「ＴＣＫ」,1124003F3172
620035201,ニトラゼパム錠１０ｍｇ「ツルハラ」,1124003F3164
622114201,ニトラゼパム錠５ｍｇ「ＪＧ」,1124003F2265
620034601,ニトラゼパム錠５ｍｇ「ＴＣＫ」,1124003F2303
620034901,ニトラゼパム錠５ｍｇ「イセイ」,1124003F2281
620034201,ニトラゼパム錠５ｍｇ「ツルハラ」,1124003F2273
620034702,ニトラゼパム錠５ｍｇ「テバ」,1124003F2290
620003588,ニトラゼパム錠５ｍｇ「トーワ」,1124003F2249
620003589,ネルボン散１％,1124003B1070
611120041,ネルボン錠１０ｍｇ,1124003F3083
610454053,ネルボン錠５ｍｇ,1124003F2230
622832801,ブコラム口腔用液１０ｍｇ,1139700Q4028
622832501,ブコラム口腔用液２．５ｍｇ,1139700Q1029
622832601,ブコラム口腔用液５ｍｇ,1139700Q2025
622832701,ブコラム口腔用液７．５ｍｇ,1139700Q3021
620004589,ベンザリン細粒１％,1124003C1092
611120076,ベンザリン錠１０,1124003F3121
611120077,ベンザリン錠２,1124003F1021
610453117,ベンザリン錠５,1124003F2222
622370301,ミダフレッサ静注０．１％,1139401A1020
