医薬品コード,名称,薬価基準収載医薬品コード
620008628,ジクロフェナクナトリウムＳＲカプセル３７．５ｍｇ「オーハラ」,1147002N1018
621212601,ジクロフェナクＮａ徐放カプセル３７．５ｍｇ「トーワ」,1147002N1018
620080001,ジクロフェナクＮａ徐放カプセル３７．５ｍｇ「ＺＥ」,1147002N1018
661140190,【廃】アデフロニックズポ１２．５,1147700J1022
661140079,ボルタレンサポ１２．５ｍｇ,1147700J1057
661140274,【廃】ボンフェナック坐剤１２．５,1147700J1090
660406095,【廃】ベギータ坐剤１２．５,1147700J1111
621939501,ジクロフェナクナトリウム坐剤１２．５ｍｇ「ＪＧ」,1147700J1146
621362118,【廃】ジクロフェナクナトリウム坐剤１２．５ｍｇ「ＣＨ」,1147700J1162
621362116,ジクロフェナクナトリウム坐剤１２．５ｍｇ「日医工」,1147700J1170
621362115,ジクロフェナクＮａ坐剤１２．５ｍｇ「ツルハラ」,1147700J1189
621362109,ジクロフェナクＮａ坐剤１２．５ｍｇ「日新」,1147700J1197
621362119,ジクロフェナクＮａ坐剤１２．５ｍｇ「武田テバ」,1147700J1200
621362112,ジクロフェナクナトリウム坐剤１２．５ｍｇ「ゼリア」,1147700J1219
661140193,【廃】アデフロニックズポ２５,1147700J2029
661140080,ボルタレンサポ２５ｍｇ,1147700J2061
661140198,【廃】ボンフェナック坐剤２５,1147700J2088
660406096,【廃】ベギータ坐剤２５,1147700J2169
621939601,ジクロフェナクナトリウム坐剤２５ｍｇ「ＪＧ」,1147700J2207
621362241,【廃】ジクロフェナクナトリウム坐剤２５ｍｇ「ＣＨ」,1147700J2223
621362236,ジクロフェナクナトリウム坐剤２５ｍｇ「日医工」,1147700J2231
621362225,ジクロフェナクＮａ坐剤２５ｍｇ「ツルハラ」,1147700J2240
621362217,ジクロフェナクＮａ坐剤２５ｍｇ「日新」,1147700J2258
621362242,ジクロフェナクＮａ坐剤２５ｍｇ「武田テバ」,1147700J2266
620083001,ジクロフェナクナトリウム坐剤２５ｍｇ「ゼリア」,1147700J2274
661140201,【廃】アデフロニックズポ５０,1147700J3033
661140081,ボルタレンサポ５０ｍｇ,1147700J3084
661140207,【廃】ボンフェナック坐剤５０,1147700J3106
660406097,【廃】ベギータ坐剤５０,1147700J3181
621939701,ジクロフェナクナトリウム坐剤５０ｍｇ「ＪＧ」,1147700J3238
621362353,ジクロフェナクナトリウム坐剤５０ｍｇ「日医工」,1147700J3254
621362359,【廃】ジクロフェナクナトリウム坐剤５０ｍｇ「ＣＨ」,1147700J3262
621362323,ジクロフェナクＮａ坐剤５０ｍｇ「日新」,1147700J3270
621577201,ジクロフェナクＮａ坐剤５０ｍｇ「ツルハラ」,1147700J3289
621362360,ジクロフェナクＮａ坐剤５０ｍｇ「武田テバ」,1147700J3297
620084701,ジクロフェナクナトリウム坐剤５０ｍｇ「ゼリア」,1147700J3300
622770400,ジクロフェナクナトリウム２５ｍｇキット,1147700J4013
621391501,【廃】レクトス注腸軟膏２５ｍｇ,1147700J4030
621391503,ジクロフェナクナトリウム注腸軟膏２５ｍｇ「日医工」,1147700J4013
622770500,ジクロフェナクナトリウム５０ｍｇキット,1147700J5010
621391601,【廃】レクトス注腸軟膏５０ｍｇ,1147700J5036
621391603,ジクロフェナクナトリウム注腸軟膏５０ｍｇ「日医工」,1147700J5010
611140237,ソランタール錠５０ｍｇ,1148001F1059
611140236,ソランタール錠１００ｍｇ,1148001F2101
620006116,フロベン顆粒８％,1149011D1032
620003172,フロベン錠４０,1149011F1076
611140139,クリノリル錠５０,1149015F1023
611140138,クリノリル錠１００,1149015F2020
622710000,ピロキシカム１０ｍｇカプセル,1149017M1013
611140322,バキソカプセル１０,1149017M1030
620097508,ピロキシカムカプセル１０ｍｇ「ツルハラ」,1149017M1013
622710100,ピロキシカム２０ｍｇカプセル,1149017M2010
611140323,バキソカプセル２０,1149017M2079
611140838,【廃】ピオパールカプセル２０ｍｇ,1149017M2010
620097815,ピロキシカムカプセル２０ｍｇ「ツルハラ」,1149017M2010
622710200,ロキソプロフェンナトリウム１０％細粒,1149019C1017
620007151,ロキソプロフェンナトリウム細粒１０％「ＣＨ」,1149019C1017
620098401,ロキソニン細粒１０％,1149019C1149
620098501,ロキソプロフェンＮａ細粒１０％「サワイ」,1149019C1017
621215101,ロキソプロフェンナトリウム細粒１０％「日医工」,1149019C1017
621808201,ロキソプロフェンＮａ細粒１０％「ＹＤ」,1149019C1017
620098702,ロキソプロフェンＮａ細粒１０％「ＴＣＫ」,1149019C1017
622325600,ロキソプロフェンナトリウム６０ｍｇ錠,1149019F1013
610422322,ロキフェン錠６０ｍｇ,1149019F1242
620004626,【廃】ロキソマリン錠６０ｍｇ,1149019F1382
620005142,【廃】ロキソプロフェンナトリウム錠６０ｍｇ「タイヨー」,1149019F1013
620006908,【廃】コバロキニン錠６０ｍｇ,1149019F1013
620006978,【廃】ツルメリン錠６０ｍｇ,1149019F1013
620007150,ロキソプロフェン錠６０ｍｇ「ＥＭＥＣ」,1149019F1480
620007152,ロキソプロフェンナトリウム錠６０ｍｇ「ＣＨ」,1149019F1498
620007153,ロキプロナール錠６０ｍｇ,1149019F1501
620008625,【廃】サンロキソ錠６０ｍｇ,1149019F1510
620098801,ロキソニン錠６０ｍｇ,1149019F1560
621534501,ロキソプロフェンナトリウム錠６０ｍｇ「クニヒロ」,1149019F1013
620099301,ロキソプロフェンＮａ錠６０ｍｇ「サワイ」,1149019F1587
620100901,ロキソプロフェンナトリウム錠６０ｍｇ「日医工」,1149019F1595
620098902,ロキソプロフェンＮａ錠６０ｍｇ「ＹＤ」,1149019F1609
620100001,ロキソプロフェンＮａ錠６０ｍｇ「三和」,1149019F1617
620099201,ロキソプロフェンＮａ錠６０ｍｇ「トーワ」,1149019F1625
621215401,ロキソプロフェンＮａ錠６０ｍｇ「ツルハラ」,1149019F1633
620099501,ロキソプロフェンＮａ錠６０ｍｇ「ＫＮ」,1149019F1641
620099601,【廃】ロキソプロフェンＮａ錠６０ｍｇ「テバ」,1149019F1650
620100501,ロキソプロフェンＮａ錠６０ｍｇ「アメル」,1149019F1668
621215602,ロキソプロフェンＮａ錠６０ｍｇ「日新」,1149019F1676
620099003,ロキソプロフェンナトリウム錠６０ｍｇ「ファイザー」,1149019F1684
620099101,ロキソプロフェンＮａ錠６０ｍｇ「ＮＰＩ」,1149019F1692
620100602,ロキソプロフェンＮａ錠６０ｍｇ「ＴＣＫ」,1149019F1706
620100702,ロキソプロフェンＮａ錠６０ｍｇ「ＯＨＡ」,1149019F1714
620099701,ロキソプロフェンＮａ錠６０ｍｇ「あすか」,1149019F1722
620099602,ロキソプロフェンＮａ錠６０ｍｇ「武田テバ」,1149019F1730
621215301,ロキソプロフェンＮａ錠６０ｍｇ「三恵」,1149019F1749
620100401,ロキソプロフェンＮａ錠６０ｍｇ「ＫＯ」,1149019F1757
621392002,ロキソプロフェンナトリウム内服液６０ｍｇ「日医工」,1149019S1038
620003153,スルガム錠１００ｍｇ,1149025F1043
620003154,スルガム錠２００ｍｇ,1149025F2066
620006174,レリフェン錠４００ｍｇ,1149027F1034
622710300,ザルトプロフェン８０ｍｇ錠,1149029F1017
611140844,ソレトン錠８０,1149029F1025
611140845,ペオン錠８０,1149029F1033
620002043,ザルトプロフェン錠８０「タツミ」,1149029F1017
620002516,ザルトプロフェン錠８０ｍｇ「日医工」,1149029F1017
621640501,ザルトプロフェン錠８０ｍｇ「ＹＤ」,1149029F1017
621634301,ザルトプロフェン錠８０ｍｇ「サワイ」,1149029F1017
621640201,ザルトプロフェン錠８０ｍｇ「トーワ」,1149029F1017
621635802,ザルトプロフェン錠８０ｍｇ「杏林」,1149029F1017
611140846,フルカムカプセル１３．５ｍｇ,1149030M1027
620002646,【廃】アンピロームカプセル１３．５ｍｇ,1149030M1035
611140847,フルカムカプセル２７ｍｇ,1149030M2023
620002647,【廃】アンピロームカプセル２７ｍｇ,1149030M2031
622710500,エトドラク１００ｍｇ錠,1149032F1019
610406387,ハイペン錠１００ｍｇ,1149032F1027
610406382,オステラック錠１００,1149032F1035
621936001,エトドラク錠１００ｍｇ「タイヨー」,1149032F1019
622022501,エトドラク錠１００ｍｇ「ＪＧ」,1149032F1019
622012401,エトドラク錠１００ｍｇ「トーワ」,1149032F1078
622011102,エトドラク錠１００ｍｇ「ＳＷ」,1149032F1019
622034902,エトドラク錠１００ｍｇ「日医工」,1149032F1019
622710600,エトドラク２００ｍｇ錠,1149032F2015
610406388,ハイペン錠２００ｍｇ,1149032F2023
610406383,オステラック錠２００,1149032F2031
620006859,エトドラク錠２００ｍｇ「トーワ」,1149032F2139
622014601,エトドラク錠２００ｍｇ「ＪＧ」,1149032F2015
621466401,エトドラク錠２００ｍｇ「タイヨー」,1149032F2015
621466202,エトドラク錠２００ｍｇ「ＳＷ」,1149032F2015
621466601,エトドラク錠２００ｍｇ「日医工」,1149032F2015
610406384,ジソペイン錠７５,1149033F1021
620002431,モービック錠５ｍｇ,1149035F1020
620008115,メロキシカム錠５ｍｇ「ＥＭＥＣ」,1149035F1039
620008122,メロキシカム錠５ｍｇ「ＪＧ」,1149035F1047
620008117,メロキシカム錠５ｍｇ「ＮＰ」,1149035F1055
620008118,メロキシカム錠５ｍｇ「ＮＰＩ」,1149035F1063
620008126,メロキシカム錠５ｍｇ「ＴＣＫ」,1149035F1080
620008127,メロキシカム錠５ｍｇ「ＴＹＫ」,1149035F1098
620008131,メロキシカム錠５ｍｇ「ＹＤ」,1149035F1101
620008114,メロキシカム錠５ｍｇ「アメル」,1149035F1110
620008119,メロキシカム錠５ｍｇ「科研」,1149035F1128
620008120,メロキシカム錠５ｍｇ「ケミファ」,1149035F1136
620008121,メロキシカム錠５ｍｇ「サワイ」,1149035F1144
620008123,【廃】メロキシカム錠５ｍｇ「タイヨー」,1149035F1152
620008124,メロキシカム錠５ｍｇ「タカタ」,1149035F1160
620008125,メロキシカム錠５ｍｇ「タナベ」,1149035F1179
620008128,メロキシカム錠５ｍｇ「トーワ」,1149035F1187
620008129,メロキシカム錠５ｍｇ「日医工」,1149035F1195
620008130,メロキシカム錠５ｍｇ「ユートク」,1149035F1209
620008150,メロキシカム速崩錠５ｍｇ「日本臓器」,1149035F1217
621837703,メロキシカム錠５ｍｇ「クニヒロ」,1149035F1225
620002432,モービック錠１０ｍｇ,1149035F2027
620008133,メロキシカム錠１０ｍｇ「ＥＭＥＣ」,1149035F2035
620008140,メロキシカム錠１０ｍｇ「ＪＧ」,1149035F2043
620008135,メロキシカム錠１０ｍｇ「ＮＰ」,1149035F2051
620008136,メロキシカム錠１０ｍｇ「ＮＰＩ」,1149035F2060
620008144,メロキシカム錠１０ｍｇ「ＴＣＫ」,1149035F2086
620008145,メロキシカム錠１０ｍｇ「ＴＹＫ」,1149035F2094
620008149,メロキシカム錠１０ｍｇ「ＹＤ」,1149035F2108
620008132,メロキシカム錠１０ｍｇ「アメル」,1149035F2116
620008137,メロキシカム錠１０ｍｇ「科研」,1149035F2124
620008138,メロキシカム錠１０ｍｇ「ケミファ」,1149035F2132
620008139,メロキシカム錠１０ｍｇ「サワイ」,1149035F2140
620008141,【廃】メロキシカム錠１０ｍｇ「タイヨー」,1149035F2159
620008142,メロキシカム錠１０ｍｇ「タカタ」,1149035F2167
620008143,メロキシカム錠１０ｍｇ「タナベ」,1149035F2175
620008146,メロキシカム錠１０ｍｇ「トーワ」,1149035F2183
620008147,メロキシカム錠１０ｍｇ「日医工」,1149035F2191
620008148,メロキシカム錠１０ｍｇ「ユートク」,1149035F2205
620008151,メロキシカム速崩錠１０ｍｇ「日本臓器」,1149035F2213
621837803,メロキシカム錠１０ｍｇ「クニヒロ」,1149035F2221
610443079,ロルカム錠２ｍｇ,1149036F1025
622665701,ロルノキシカム錠２ｍｇ「ＫＯ」,1149036F1033
610443080,ロルカム錠４ｍｇ,1149036F2021
622665801,ロルノキシカム錠４ｍｇ「ＫＯ」,1149036F2030
620004857,セレコックス錠１００ｍｇ,1149037F1020
622783201,セレコキシブ錠１００ｍｇ「ＤＳＥＰ」,1149037F1038
622805401,セレコキシブ錠１００ｍｇ「ＪＧ」,1149037F1046
622814601,セレコキシブ錠１００ｍｇ「ＫＮ」,1149037F1054
622786401,セレコキシブ錠１００ｍｇ「ＹＤ」,1149037F1062
622808901,セレコキシブ錠１００ｍｇ「アメル」,1149037F1070
622797301,セレコキシブ錠１００ｍｇ「オーハラ」,1149037F1089
622799701,セレコキシブ錠１００ｍｇ「杏林」,1149037F1097
622785001,セレコキシブ錠１００ｍｇ「ケミファ」,1149037F1100
622811301,セレコキシブ錠１００ｍｇ「サワイ」,1149037F1119
622809101,セレコキシブ錠１００ｍｇ「サンド」,1149037F1127
622795401,セレコキシブ錠１００ｍｇ「武田テバ」,1149037F1135
622788301,セレコキシブ錠１００ｍｇ「トーワ」,1149037F1143
622787601,セレコキシブ錠１００ｍｇ「日医工」,1149037F1151
622797801,セレコキシブ錠１００ｍｇ「日新」,1149037F1160
622806501,セレコキシブ錠１００ｍｇ「ニプロ」,1149037F1178
622799301,セレコキシブ錠１００ｍｇ「ファイザー」,1149037F1186
622704201,セレコキシブ錠１００ｍｇ「フェルゼン」,1149037F1194
622803801,セレコキシブ錠１００ｍｇ「三笠」,1149037F1208
622801301,セレコキシブ錠１００ｍｇ「明治」,1149037F1216
620004858,セレコックス錠２００ｍｇ,1149037F2026
622783301,セレコキシブ錠２００ｍｇ「ＤＳＥＰ」,1149037F2034
622805501,セレコキシブ錠２００ｍｇ「ＪＧ」,1149037F2042
622814701,セレコキシブ錠２００ｍｇ「ＫＮ」,1149037F2050
622786501,セレコキシブ錠２００ｍｇ「ＹＤ」,1149037F2069
622809001,セレコキシブ錠２００ｍｇ「アメル」,1149037F2077
622797401,セレコキシブ錠２００ｍｇ「オーハラ」,1149037F2085
622799801,セレコキシブ錠２００ｍｇ「杏林」,1149037F2093
622785101,セレコキシブ錠２００ｍｇ「ケミファ」,1149037F2107
622811401,セレコキシブ錠２００ｍｇ「サワイ」,1149037F2115
622809201,セレコキシブ錠２００ｍｇ「サンド」,1149037F2123
622795501,セレコキシブ錠２００ｍｇ「武田テバ」,1149037F2131
622788401,セレコキシブ錠２００ｍｇ「トーワ」,1149037F2140
622787701,セレコキシブ錠２００ｍｇ「日医工」,1149037F2158
622797901,セレコキシブ錠２００ｍｇ「日新」,1149037F2166
622806601,セレコキシブ錠２００ｍｇ「ニプロ」,1149037F2174
622799401,セレコキシブ錠２００ｍｇ「ファイザー」,1149037F2182
622704301,セレコキシブ錠２００ｍｇ「フェルゼン」,1149037F2190
622803901,セレコキシブ錠２００ｍｇ「三笠」,1149037F2204
622801401,セレコキシブ錠２００ｍｇ「明治」,1149037F2212
620006355,ロピオン静注５０ｍｇ,1149407A1040
620004649,カシミタール静注,1149500A1101
620005153,カシワドール静注,1149500A1110
620111101,ザルソロイチン静注２０ｍＬ,1149500A1128
640407152,【廃】サイリジン注,1149501A1068
640412018,ザルチロン注,1149501A1092
620006217,【廃】カシロン静注１０ｍＬ,1149501A1122
621217201,ザルソロイチン静注１０ｍＬ,1149501A1130
620112101,ヤスラミン配合静注,1149501A1149
620114703,ケトプロフェン坐剤５０ｍｇ「ＪＧ」,1149700J1108
620114603,ケトプロフェン坐剤５０ｍｇ「日新」,1149700J1116
622131802,【廃】ケトプロフェン坐剤５０ｍｇ「ＳＮ」,1149700J1124
620115303,ケトプロフェン坐剤７５ｍｇ「ＪＧ」,1149700J2104
620115203,ケトプロフェン坐剤７５ｍｇ「日新」,1149700J2112
620115402,【廃】ケトプロフェン坐剤７５ｍｇ「ＳＮ」,1149700J2120
620005282,【廃】バキソ坐剤２０ｍｇ,1149701J1102
620115601,【廃】フェルデン坐剤２０ｍｇ,1149701J1145
621362808,【廃】ピロキシカム坐剤２０ｍｇ「ＪＧ」,1149701J1161
