変更区分,マスター種別,医薬品コード,医薬品名・規格名_漢字有効桁数,医薬品名・規格名_漢字名称,医薬品名・規格名_カナ有効桁数,医薬品名・規格名_カナ名称,単位_コード,単位_漢字有効桁数,単位_漢字名称,新又は現金額_金額種別,新又は現金額_新又は現金額,予備,麻薬・毒薬・覚醒剤原料・向精神薬,神経破壊剤,生物学的製剤,後発品,予備.1,歯科特定薬剤,造影（補助）剤,注射容量,収載方式等識別,商品名等関連,旧金額_金額種別,旧金額_旧金額,漢字名称変更区分,カナ名称変更区分,剤形,予備.2,変更年月日,廃止年月日,薬価基準収載医薬品コード,公表順序番号,経過措置年月日又は商品名医薬品コード使用期限,基本漢字名称
0,Y,622196601,15,ナテグリニド錠３０ｍｇ「テバ」,19,ﾅﾃｸﾞﾘﾆﾄﾞｼﾞｮｳ30MGﾃﾊﾞ,16,1,錠,1,10.1,0,0,0,0,1,0,0,0,0,1,0,1,9.9,0,0,1,,20191001,99999999,3969006F1054,11578000,0,ナテグリニド錠３０ｍｇ「テバ」
0,Y,622196701,15,ナテグリニド錠９０ｍｇ「テバ」,19,ﾅﾃｸﾞﾘﾆﾄﾞｼﾞｮｳ90MGﾃﾊﾞ,16,1,錠,1,21.9,0,0,0,0,1,0,0,0,0,1,0,1,23.0,0,0,1,,20191001,99999999,3969006F2050,11581000,0,ナテグリニド錠９０ｍｇ「テバ」
0,Y,622230001,16,ナテグリニド錠３０ｍｇ「日医工」,20,ﾅﾃｸﾞﾘﾆﾄﾞｼﾞｮｳ30MGﾆﾁｲｺ,16,1,錠,1,10.1,0,0,0,0,1,0,0,0,0,1,0,1,9.9,0,0,1,,20191001,99999999,3969006F1062,11579000,0,ナテグリニド錠３０ｍｇ「日医工」
0,Y,622230101,16,ナテグリニド錠９０ｍｇ「日医工」,20,ﾅﾃｸﾞﾘﾆﾄﾞｼﾞｮｳ90MGﾆﾁｲｺ,16,1,錠,1,21.9,0,0,0,0,1,0,0,0,0,1,0,1,23.0,0,0,1,,20191001,99999999,3969006F2069,11582000,0,ナテグリニド錠９０ｍｇ「日医工」
0,Y,622462401,12,グルファストＯＤ錠５ｍｇ,16,ｸﾞﾙﾌｧｽﾄODｼﾞｮｳ5MG,16,1,錠,1,21.7,0,0,0,0,0,0,0,0,0,0,0,1,22.7,0,0,1,,20191001,99999999,3969008F3021,5585000,0,グルファストＯＤ錠５ｍｇ
0,Y,622462501,13,グルファストＯＤ錠１０ｍｇ,17,ｸﾞﾙﾌｧｽﾄODｼﾞｮｳ10MG,16,1,錠,1,38.4,0,0,0,0,0,0,0,0,0,0,0,1,40.1,0,0,1,,20191001,99999999,3969008F4028,5586000,0,グルファストＯＤ錠１０ｍｇ
0,Y,622515201,20,ミチグリニドＣａ・ＯＤ錠５ｍｇ「ＴＣＫ」,20,ﾐﾁｸﾞﾘﾆﾄﾞCAODｼﾞｮｳ5MGT,16,1,錠,1,8.9,0,0,0,0,1,0,0,0,0,0,0,1,9.9,0,0,1,,20191001,99999999,3969008F3056,16316000,0,ミチグリニドＣａ・ＯＤ錠５ｍｇ「ＴＣＫ」
0,Y,622515301,21,ミチグリニドＣａ・ＯＤ錠１０ｍｇ「ＴＣＫ」,20,ﾐﾁｸﾞﾘﾆﾄﾞCAODｼﾞｮｳ10MG,16,1,錠,1,15.3,0,0,0,0,1,0,0,0,0,0,0,1,17.1,0,0,1,,20191001,99999999,3969008F4052,16321000,0,ミチグリニドＣａ・ＯＤ錠１０ｍｇ「ＴＣＫ」
0,Y,622518101,20,ミチグリニドＣａ・ＯＤ錠５ｍｇ「ＦＦＰ」,20,ﾐﾁｸﾞﾘﾆﾄﾞCAODｼﾞｮｳ5MGF,16,1,錠,1,8.9,0,0,0,0,1,0,0,0,0,0,0,1,9.9,0,0,1,,20191001,99999999,3969008F3030,16313000,0,ミチグリニドＣａ・ＯＤ錠５ｍｇ「ＦＦＰ」
0,Y,622518201,21,ミチグリニドＣａ・ＯＤ錠１０ｍｇ「ＦＦＰ」,20,ﾐﾁｸﾞﾘﾆﾄﾞCAODｼﾞｮｳ10MG,16,1,錠,1,15.3,0,0,0,0,1,0,0,0,0,0,0,1,17.1,0,0,1,,20191001,99999999,3969008F4036,16318000,0,ミチグリニドＣａ・ＯＤ錠１０ｍｇ「ＦＦＰ」
0,Y,622520901,19,ミチグリニドＣａ・ＯＤ錠５ｍｇ「三和」,20,ﾐﾁｸﾞﾘﾆﾄﾞCAODｼﾞｮｳ5MGｻ,16,1,錠,1,8.9,0,0,0,0,1,0,0,0,0,0,0,1,9.9,0,0,1,,20191001,99999999,3969008F3064,16314000,0,ミチグリニドＣａ・ＯＤ錠５ｍｇ「三和」
0,Y,622521001,20,ミチグリニドＣａ・ＯＤ錠１０ｍｇ「三和」,20,ﾐﾁｸﾞﾘﾆﾄﾞCAODｼﾞｮｳ10MG,16,1,錠,1,15.3,0,0,0,0,1,0,0,0,0,0,0,1,17.1,0,0,1,,20191001,99999999,3969008F4060,16319000,0,ミチグリニドＣａ・ＯＤ錠１０ｍｇ「三和」
0,Y,622523301,20,ミチグリニドＣａ・ＯＤ錠５ｍｇ「フソー」,20,ﾐﾁｸﾞﾘﾆﾄﾞCAODｼﾞｮｳ5MGﾌ,16,1,錠,1,8.9,0,0,0,0,1,0,0,0,0,0,0,1,9.9,0,0,1,,20191001,99999999,3969008F3072,16317000,0,ミチグリニドＣａ・ＯＤ錠５ｍｇ「フソー」
0,Y,622523401,21,ミチグリニドＣａ・ＯＤ錠１０ｍｇ「フソー」,20,ﾐﾁｸﾞﾘﾆﾄﾞCAODｼﾞｮｳ10MG,16,1,錠,1,15.3,0,0,0,0,1,0,0,0,0,0,0,1,17.1,0,0,1,,20191001,99999999,3969008F4079,16322000,0,ミチグリニドＣａ・ＯＤ錠１０ｍｇ「フソー」
0,Y,622525301,19,ミチグリニドＣａ・ＯＤ錠５ｍｇ「ＪＧ」,20,ﾐﾁｸﾞﾘﾆﾄﾞCAODｼﾞｮｳ5MGJ,16,1,錠,1,8.9,0,0,0,0,1,0,0,0,0,0,0,1,9.9,0,0,1,,20191001,99999999,3969008F3048,16315000,0,ミチグリニドＣａ・ＯＤ錠５ｍｇ「ＪＧ」
0,Y,622525401,20,ミチグリニドＣａ・ＯＤ錠１０ｍｇ「ＪＧ」,20,ﾐﾁｸﾞﾘﾆﾄﾞCAODｼﾞｮｳ10MG,16,1,錠,1,15.3,0,0,0,0,1,0,0,0,0,0,0,1,17.1,0,0,1,,20191001,99999999,3969008F4044,16320000,0,ミチグリニドＣａ・ＯＤ錠１０ｍｇ「ＪＧ」
