変更区分,マスター種別,医薬品コード,医薬品名・規格名_漢字有効桁数,医薬品名・規格名_漢字名称,医薬品名・規格名_カナ有効桁数,医薬品名・規格名_カナ名称,単位_コード,単位_漢字有効桁数,単位_漢字名称,新又は現金額_金額種別,新又は現金額_新又は現金額,予備,麻薬・毒薬・覚醒剤原料・向精神薬,神経破壊剤,生物学的製剤,後発品,予備.1,歯科特定薬剤,造影（補助）剤,注射容量,収載方式等識別,商品名等関連,旧金額_金額種別,旧金額_旧金額,漢字名称変更区分,カナ名称変更区分,剤形,予備.2,変更年月日,廃止年月日,薬価基準収載医薬品コード,公表順序番号,経過措置年月日又は商品名医薬品コード使用期限,基本漢字名称
0,Y,622421101,21,メトホルミン塩酸塩錠２５０ｍｇＭＴ「ＴＥ」,20,ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ250M,16,1,錠,1,10.1,0,0,0,0,0,0,0,0,0,1,0,1,9.9,0,0,1,,20191001,99999999,3962002F2060,16805000,0,メトホルミン塩酸塩錠２５０ｍｇＭＴ「ＴＥ」
0,Y,622421201,21,メトホルミン塩酸塩錠５００ｍｇＭＴ「ＴＥ」,20,ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ500M,16,1,錠,1,10.1,0,0,0,0,1,0,0,0,0,1,0,1,9.9,0,0,1,,20191001,99999999,3962002F3066,16816000,0,メトホルミン塩酸塩錠５００ｍｇＭＴ「ＴＥ」
0,Y,622421901,21,メトホルミン塩酸塩錠２５０ｍｇＭＴ「ＪＧ」,20,ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ250M,16,1,錠,1,10.1,0,0,0,0,0,0,0,0,0,1,0,1,9.9,0,0,1,,20191001,99999999,3962002F2043,16804000,0,メトホルミン塩酸塩錠２５０ｍｇＭＴ「ＪＧ」
0,Y,622422001,21,メトホルミン塩酸塩錠５００ｍｇＭＴ「ＪＧ」,20,ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ500M,16,1,錠,1,10.1,0,0,0,0,1,0,0,0,0,1,0,1,9.9,0,0,1,,20191001,99999999,3962002F3040,16815000,0,メトホルミン塩酸塩錠５００ｍｇＭＴ「ＪＧ」
0,Y,622424401,22,メトホルミン塩酸塩錠２５０ｍｇＭＴ「ＴＣＫ」,20,ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ250M,16,1,錠,1,10.1,0,0,0,0,0,0,0,0,0,1,0,1,9.9,0,0,1,,20191001,99999999,3962002F2051,16807000,0,メトホルミン塩酸塩錠２５０ｍｇＭＴ「ＴＣＫ」
0,Y,622424501,22,メトホルミン塩酸塩錠５００ｍｇＭＴ「ＴＣＫ」,20,ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ500M,16,1,錠,1,10.1,0,0,0,0,1,0,0,0,0,1,0,1,9.9,0,0,1,,20191001,99999999,3962002F3058,16818000,0,メトホルミン塩酸塩錠５００ｍｇＭＴ「ＴＣＫ」
0,Y,622427201,23,メトホルミン塩酸塩錠２５０ｍｇＭＴ「ＤＳＥＰ」,20,ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ250M,16,1,錠,1,10.1,0,0,0,0,0,0,0,0,0,1,0,1,9.9,0,0,1,,20191001,99999999,3962002F2035,16806000,0,メトホルミン塩酸塩錠２５０ｍｇＭＴ「ＤＳＥＰ」
0,Y,622427301,23,メトホルミン塩酸塩錠５００ｍｇＭＴ「ＤＳＥＰ」,20,ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ500M,16,1,錠,1,10.1,0,0,0,0,1,0,0,0,0,1,0,1,9.9,0,0,1,,20191001,99999999,3962002F3031,16817000,0,メトホルミン塩酸塩錠５００ｍｇＭＴ「ＤＳＥＰ」
0,Y,622432601,21,メトホルミン塩酸塩錠２５０ｍｇＭＴ「三和」,20,ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ250M,16,1,錠,1,10.1,0,0,0,0,0,0,0,0,0,1,0,1,9.9,0,0,1,,20191001,99999999,3962002F2078,16803000,0,メトホルミン塩酸塩錠２５０ｍｇＭＴ「三和」
0,Y,622432701,21,メトホルミン塩酸塩錠５００ｍｇＭＴ「三和」,20,ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ500M,16,1,錠,1,10.1,0,0,0,0,1,0,0,0,0,1,0,1,9.9,0,0,1,,20191001,99999999,3962002F3074,16814000,0,メトホルミン塩酸塩錠５００ｍｇＭＴ「三和」
0,Y,622436301,22,メトホルミン塩酸塩錠２５０ｍｇＭＴ「日医工」,20,ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ250M,16,1,錠,1,10.1,0,0,0,0,0,0,0,0,0,1,0,1,9.9,0,0,1,,20191001,99999999,3962002F2094,16809000,0,メトホルミン塩酸塩錠２５０ｍｇＭＴ「日医工」
0,Y,622438401,22,メトホルミン塩酸塩錠２５０ｍｇＭＴ「ニプロ」,20,ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ250M,16,1,錠,1,10.1,0,0,0,0,0,0,0,0,0,1,0,1,9.9,0,0,1,,20191001,99999999,3962002F2108,16810000,0,メトホルミン塩酸塩錠２５０ｍｇＭＴ「ニプロ」
0,Y,622438501,22,メトホルミン塩酸塩錠５００ｍｇＭＴ「ニプロ」,20,ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ500M,16,1,錠,1,10.1,0,0,0,0,1,0,0,0,0,1,0,1,9.9,0,0,1,,20191001,99999999,3962002F3082,16821000,0,メトホルミン塩酸塩錠５００ｍｇＭＴ「ニプロ」
0,Y,622448601,22,メトホルミン塩酸塩錠５００ｍｇＭＴ「トーワ」,20,ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ500M,16,1,錠,1,10.1,0,0,0,0,1,0,0,0,0,1,0,1,9.9,0,0,1,,20191001,99999999,3962002F3104,16819000,0,メトホルミン塩酸塩錠５００ｍｇＭＴ「トーワ」
0,Y,622466601,22,メトホルミン塩酸塩錠５００ｍｇＭＴ「日医工」,20,ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ500M,16,1,錠,1,10.1,0,0,0,0,1,0,0,0,0,1,0,1,9.9,0,0,1,,20191001,99999999,3962002F3112,16820000,0,メトホルミン塩酸塩錠５００ｍｇＭＴ「日医工」
