請求コード,品名,分類
621690402,ボグリボース錠０．２ｍｇ「杏林」,dm
621690502,ボグリボース錠０．３ｍｇ「杏林」,dm
621690901,ボグリボース錠０．２ｍｇ「ケミファ」,dm
621691001,ボグリボース錠０．３ｍｇ「ケミファ」,dm
621691201,ボグリボース錠０．２ｍｇ「サワイ」,dm
621691601,ボグリボース錠０．３ｍｇ「サワイ」,dm
621784902,アカルボース錠５０ｍｇ「テバ」,dm
621785002,アカルボース錠１００ｍｇ「テバ」,dm
621896402,アカルボースＯＤ錠５０ｍｇ「テバ」,dm
621896502,アカルボースＯＤ錠１００ｍｇ「テバ」,dm
621937101,グルコバイＯＤ錠５０ｍｇ,dm
621937201,グルコバイＯＤ錠１００ｍｇ,dm
621942102,アカルボース錠５０ｍｇ「ファイザー」,dm
621942202,アカルボース錠１００ｍｇ「ファイザー」,dm
621943301,ボグリボースＯＤ錠０．２ｍｇ「マイラン」,dm
621943401,ボグリボースＯＤ錠０．３ｍｇ「マイラン」,dm
621950901,ジャヌビア錠２５ｍｇ,dm
621951001,ジャヌビア錠５０ｍｇ,dm
621951101,ジャヌビア錠１００ｍｇ,dm
621953301,ベグリラートＯＤ錠０．２ｍｇ,dm
621953401,ベグリラートＯＤ錠０．３ｍｇ,dm
621958701,アカルボース錠５０ｍｇ「サワイ」,dm
621958801,アカルボース錠１００ｍｇ「サワイ」,dm
621970601,グラクティブ錠２５ｍｇ,dm
621970701,グラクティブ錠５０ｍｇ,dm
621970801,グラクティブ錠１００ｍｇ,dm
621974701,メトグルコ錠２５０ｍｇ,dm
621980701,エクア錠５０ｍｇ,dm
621982701,アマリール０．５ｍｇ錠,dm
621986001,ネシーナ錠６．２５ｍｇ,dm
621986101,ネシーナ錠１２．５ｍｇ,dm
621986201,ネシーナ錠２５ｍｇ,dm
621986301,メタクト配合錠ＬＤ,dm
621986401,メタクト配合錠ＨＤ,dm
621990901,アクトスＯＤ錠１５　１５ｍｇ,dm
621991001,アクトスＯＤ錠３０　３０ｍｇ,dm
621997001,グリメピリド錠１ｍｇ「ＢＭＤ」,dm
621997101,グリメピリド錠３ｍｇ「ＢＭＤ」,dm
621998701,グリメピリド錠１ｍｇ「ＥＭＥＣ」,dm
621998801,グリメピリド錠３ｍｇ「ＥＭＥＣ」,dm
621998901,グリメピリドＯＤ錠１ｍｇ「ＥＭＥＣ」,dm
621999001,グリメピリドＯＤ錠３ｍｇ「ＥＭＥＣ」,dm
621999301,グリメピリド錠１ｍｇ「オーハラ」,dm
621999401,グリメピリド錠３ｍｇ「オーハラ」,dm
621999701,グリメピリド錠１ｍｇ「ＹＤ」,dm
621999801,グリメピリド錠３ｍｇ「ＹＤ」,dm
622000601,グリメピリド錠１ｍｇ「アメル」,dm
622000701,グリメピリド錠３ｍｇ「アメル」,dm
622001701,グリメピリド錠１ｍｇ「ＴＣＫ」,dm
622001801,グリメピリド錠３ｍｇ「ＴＣＫ」,dm
622004702,グリメピリド錠１ｍｇ「Ｍｅ」,dm
622004802,グリメピリド錠３ｍｇ「Ｍｅ」,dm
622005501,グリメピリド錠１ｍｇ「日新」,dm
622005601,グリメピリド錠３ｍｇ「日新」,dm
622005802,グリクラジド錠２０ｍｇ「日新」,dm
622008502,アカルボースＯＤ錠５０ｍｇ「ファイザー」,dm
622008602,アカルボースＯＤ錠１００ｍｇ「ファイザー」,dm
622009802,グリベンクラミド錠１．２５ｍｇ「サワイ」,dm
622009901,グリメピリド錠１ｍｇ「サワイ」,dm
622010001,グリメピリド錠３ｍｇ「サワイ」,dm
622011401,グリメピリド錠１ｍｇ「ＫＮ」,dm
622011501,グリメピリド錠３ｍｇ「ＫＮ」,dm
622011601,グリメピリドＯＤ錠１ｍｇ「ＫＮ」,dm
622011701,グリメピリドＯＤ錠３ｍｇ「ＫＮ」,dm
622013401,グリベンクラミド錠１．２５ｍｇ「トーワ」,dm
622013501,グリメピリド錠１ｍｇ「トーワ」,dm
622013601,グリメピリド錠３ｍｇ「トーワ」,dm
622016001,グリメピリド錠１ｍｇ「科研」,dm
622016101,グリメピリド錠３ｍｇ「科研」,dm
622017301,グリメピリド錠０．５ｍｇ「三和」,dm
622017401,グリメピリド錠１ｍｇ「三和」,dm
622017501,グリメピリド錠３ｍｇ「三和」,dm
622017901,グリメピリド錠１ｍｇ「タナベ」,dm
622018001,グリメピリド錠３ｍｇ「タナベ」,dm
622018802,グリベンクラミド錠１．２５ｍｇ「ＪＧ」,dm
622020903,グリメピリド錠１ｍｇ「ＴＹＫ」,dm
622021003,グリメピリド錠３ｍｇ「ＴＹＫ」,dm
622021801,グリメピリド錠１ｍｇ「ＡＦＰ」,dm
622021901,グリメピリド錠３ｍｇ「ＡＦＰ」,dm
622022001,グリメピリドＯＤ錠１ｍｇ「ＡＦＰ」,dm
622022101,グリメピリドＯＤ錠３ｍｇ「ＡＦＰ」,dm
622023501,グリメピリド錠１ｍｇ「ＪＧ」,dm
622023601,グリメピリド錠３ｍｇ「ＪＧ」,dm
622025201,グリメピリド錠１ｍｇ「ケミファ」,dm
622025301,グリメピリド錠３ｍｇ「ケミファ」,dm
622025801,グリメピリド錠１ｍｇ「ＡＡ」,dm
622025901,グリメピリド錠３ｍｇ「ＡＡ」,dm
622026501,グリメピリド錠１ｍｇ「ＺＥ」,dm
622026601,グリメピリド錠３ｍｇ「ＺＥ」,dm
622029901,グリメピリド錠１ｍｇ「イセイ」,dm
622030001,グリメピリド錠３ｍｇ「イセイ」,dm
622031401,グリメピリド錠１ｍｇ「杏林」,dm
622031501,グリメピリド錠３ｍｇ「杏林」,dm
622033001,グリメピリド錠０．５ｍｇ「ＮＰ」,dm
622033101,グリメピリド錠１ｍｇ「ＮＰ」,dm
622033201,グリメピリド錠３ｍｇ「ＮＰ」,dm
622033701,グリメピリド錠１ｍｇ「モチダ」,dm
622033801,グリメピリド錠３ｍｇ「モチダ」,dm
622035701,グリメピリド錠１ｍｇ「日医工」,dm
622035801,グリメピリド錠３ｍｇ「日医工」,dm
622036002,グリベンクラミド錠１．２５ｍｇ「日医工」,dm
622037901,グリメピリドＯＤ錠１ｍｇ「ケミファ」,dm
622038001,グリメピリドＯＤ錠３ｍｇ「ケミファ」,dm
622040901,シュアポスト錠０．２５ｍｇ,dm
622041001,シュアポスト錠０．５ｍｇ,dm
622041202,ピオグリタゾン錠１５ｍｇ「ＭＥＥＫ」,dm
622041302,ピオグリタゾン錠３０ｍｇ「ＭＥＥＫ」,dm
622041402,ピオグリタゾンＯＤ錠１５ｍｇ「ＭＥＥＫ」,dm
622041502,ピオグリタゾンＯＤ錠３０ｍｇ「ＭＥＥＫ」,dm
622042901,ピオグリタゾン錠１５ｍｇ「ＥＥ」,dm
622043001,ピオグリタゾン錠３０ｍｇ「ＥＥ」,dm
622045201,ピオグリタゾン錠１５ｍｇ「タカタ」,dm
622045301,ピオグリタゾン錠３０ｍｇ「タカタ」,dm
622045401,ピオグリタゾンＯＤ錠１５ｍｇ「タカタ」,dm
622045501,ピオグリタゾンＯＤ錠３０ｍｇ「タカタ」,dm
622046801,ピオグリタゾン錠１５ｍｇ「オーハラ」,dm
622046901,ピオグリタゾン錠３０ｍｇ「オーハラ」,dm
622047701,ピオグリタゾン錠１５ｍｇ「ＺＥ」,dm
622047801,ピオグリタゾン錠３０ｍｇ「ＺＥ」,dm
622048401,ソニアス配合錠ＬＤ,dm
622048501,ソニアス配合錠ＨＤ,dm
622049901,ピオグリタゾン錠１５ｍｇ「アメル」,dm
622050001,ピオグリタゾン錠３０ｍｇ「アメル」,dm
622053101,ピオグリタゾン錠１５ｍｇ「サワイ」,dm
622053201,ピオグリタゾン錠３０ｍｇ「サワイ」,dm
622053601,グルベス配合錠,dm
622053801,ピオグリタゾン錠１５ｍｇ「タナベ」,dm
622055801,ピオグリタゾン錠１５ｍｇ「トーワ」,dm
622055901,ピオグリタゾン錠３０ｍｇ「トーワ」,dm
622056001,ピオグリタゾンＯＤ錠１５ｍｇ「トーワ」,dm
622056101,ピオグリタゾンＯＤ錠３０ｍｇ「トーワ」,dm
622058801,グリメピリド錠１ｍｇ「タイヨー」,dm
622058901,グリメピリド錠３ｍｇ「タイヨー」,dm
622059002,グリメピリドＯＤ錠１ｍｇ「テバ」,dm
622059102,グリメピリドＯＤ錠３ｍｇ「テバ」,dm
622059201,ピオグリタゾン錠１５ｍｇ「タイヨー」,dm
622059301,ピオグリタゾン錠３０ｍｇ「タイヨー」,dm
622061001,ピオグリタゾン錠３０ｍｇ「タナベ」,dm
622061401,ピオグリタゾン錠１５ｍｇ「ＦＦＰ」,dm
622061501,ピオグリタゾン錠３０ｍｇ「ＦＦＰ」,dm
622061601,ピオグリタゾンＯＤ錠１５ｍｇ「ＦＦＰ」,dm
622061701,ピオグリタゾンＯＤ錠３０ｍｇ「ＦＦＰ」,dm
622062302,ピオグリタゾン錠１５ｍｇ「ＴＹＫ」,dm
622062402,ピオグリタゾン錠３０ｍｇ「ＴＹＫ」,dm
622063001,ピオグリタゾン錠１５ｍｇ「ＮＳ」,dm
622063101,ピオグリタゾン錠３０ｍｇ「ＮＳ」,dm
622063201,ピオグリタゾンＯＤ錠１５ｍｇ「ＮＳ」,dm
622063301,ピオグリタゾンＯＤ錠３０ｍｇ「ＮＳ」,dm
622065101,ピオグリタゾン錠１５ｍｇ「ＤＳＥＰ」,dm
622065201,ピオグリタゾン錠３０ｍｇ「ＤＳＥＰ」,dm
622065301,ピオグリタゾンＯＤ錠１５ｍｇ「ＤＳＥＰ」,dm
622065401,ピオグリタゾンＯＤ錠３０ｍｇ「ＤＳＥＰ」,dm
622066201,ピオグリタゾン錠１５ｍｇ「ＴＣＫ」,dm
622066301,ピオグリタゾン錠３０ｍｇ「ＴＣＫ」,dm
622071701,ピオグリタゾン錠１５ｍｇ「日医工」,dm
622071801,ピオグリタゾン錠３０ｍｇ「日医工」,dm
622071901,ピオグリタゾンＯＤ錠１５ｍｇ「日医工」,dm
622072001,ピオグリタゾンＯＤ錠３０ｍｇ「日医工」,dm
622075601,グリベンクラミド錠２．５ｍｇ「ＥＭＥＣ」,dm
622078301,ピオグリタゾン錠１５ｍｇ「モチダ」,dm
622078401,ピオグリタゾン錠３０ｍｇ「モチダ」,dm
622079101,ピオグリタゾン錠１５ｍｇ「ＮＰ」,dm
622079201,ピオグリタゾン錠３０ｍｇ「ＮＰ」,dm
622081801,ピオグリタゾン錠１５ｍｇ「サンド」,dm
622081901,ピオグリタゾン錠３０ｍｇ「サンド」,dm
622086001,リオベル配合錠ＬＤ,dm
622086101,リオベル配合錠ＨＤ,dm
622088301,グリメピリド錠１ｍｇ「ファイザー」,dm
622088401,グリメピリド錠３ｍｇ「ファイザー」,dm
622090001,ボグリボース錠０．２ｍｇ「ファイザー」,dm
622090101,ボグリボース錠０．３ｍｇ「ファイザー」,dm
622093501,トラゼンタ錠５ｍｇ,dm
622103201,グリベンクラミド錠１．２５ｍｇ「タイヨー」,dm
622114701,グリメピリド錠１ｍｇ「ＦＦＰ」,dm
622114801,グリメピリド錠３ｍｇ「ＦＦＰ」,dm
622118501,グリメピリド錠０．５ｍｇ「ＺＥ」,dm
622119301,ナテグリニド錠３０ｍｇ「マイラン」,dm
622119401,ナテグリニド錠９０ｍｇ「マイラン」,dm
622122201,アマリールＯＤ錠１ｍｇ,dm
622122301,アマリールＯＤ錠３ｍｇ,dm
622127301,グリメピリド錠０．５ｍｇ「サンド」,dm
622127401,グリメピリド錠１ｍｇ「サンド」,dm
622127501,グリメピリド錠３ｍｇ「サンド」,dm
622128101,グリメピリド錠０．５ｍｇ「日医工」,dm
622137701,グリメピリド錠０．５ｍｇ「ＥＭＥＣ」,dm
622141101,グリメピリド錠０．５ｍｇ「ＫＮ」,dm
622141302,グリクラジド錠２０ｍｇ「ＫＮ」,dm
622143402,グリクラジド錠２０ｍｇ「トーワ」,dm
622144001,グリメピリド錠０．５ｍｇ「アメル」,dm
622144601,ピオグリタゾンＯＤ錠１５ｍｇ「アメル」,dm
622144701,ピオグリタゾンＯＤ錠３０ｍｇ「アメル」,dm
622147301,ピオグリタゾン錠１５ｍｇ「ファイザー」,dm
622147401,ピオグリタゾン錠３０ｍｇ「ファイザー」,dm
622147501,ピオグリタゾンＯＤ錠１５ｍｇ「ファイザー」,dm
622147601,ピオグリタゾンＯＤ錠３０ｍｇ「ファイザー」,dm
622155701,ピオグリタゾン錠１５ｍｇ「ＮＰＩ」,dm
622155801,ピオグリタゾン錠３０ｍｇ「ＮＰＩ」,dm
622155901,ピオグリタゾンＯＤ錠１５ｍｇ「ＮＰＩ」,dm
622156001,ピオグリタゾンＯＤ錠３０ｍｇ「ＮＰＩ」,dm
622156901,ピオグリタゾンＯＤ錠１５ｍｇ「ＴＣＫ」,dm
622157001,ピオグリタゾンＯＤ錠３０ｍｇ「ＴＣＫ」,dm
622159301,グリメピリド錠０．５ｍｇ「ＴＹＫ」,dm
622159401,ピオグリタゾンＯＤ錠１５ｍｇ「テバ」,dm
622159501,ピオグリタゾンＯＤ錠３０ｍｇ「テバ」,dm
622163301,ピオグリタゾン錠１５ｍｇ「ケミファ」,dm
622163401,ピオグリタゾン錠３０ｍｇ「ケミファ」,dm
622164301,ピオグリタゾン錠１５ｍｇ「ＴＳＵ」,dm
622164401,ピオグリタゾン錠３０ｍｇ「ＴＳＵ」,dm
622166801,ピオグリタゾン錠１５ｍｇ「ＪＧ」,dm
622166901,ピオグリタゾン錠３０ｍｇ「ＪＧ」,dm
622167201,ピオグリタゾンＯＤ錠１５ｍｇ「ケミファ」,dm
622167301,ピオグリタゾンＯＤ錠３０ｍｇ「ケミファ」,dm
622169102,グリクラジド錠２０ｍｇ「サワイ」,dm
622169301,グリメピリド錠０．５ｍｇ「ＡＡ」,dm
622175401,ピオグリタゾン錠１５ｍｇ「杏林」,dm
622175501,ピオグリタゾン錠３０ｍｇ「杏林」,dm
622175601,ピオグリタゾンＯＤ錠１５ｍｇ「杏林」,dm
622175701,ピオグリタゾンＯＤ錠３０ｍｇ「杏林」,dm
622176301,グリメピリド錠０．５ｍｇ「杏林」,dm
622177501,グリメピリド錠０．５ｍｇ「イセイ」,dm
622182401,ピオグリタゾン錠１５ｍｇ「ＫＯ」,dm
622182501,ピオグリタゾン錠３０ｍｇ「ＫＯ」,dm
622182601,テネリア錠２０ｍｇ,dm
622186201,グリメピリド錠０．５ｍｇ「オーハラ」,dm
622187301,グリメピリド錠０．５ｍｇ「ＹＤ」,dm
622190002,グリメピリド錠０．５ｍｇ「Ｍｅ」,dm
622190801,グリメピリド錠０．５ｍｇ「ＢＭＤ」,dm
622193301,グリメピリドＯＤ錠０．５ｍｇ「ＥＭＥＣ」,dm
622194901,グリメピリド錠０．５ｍｇ「トーワ」,dm
622196601,ナテグリニド錠３０ｍｇ「テバ」,dm
622196701,ナテグリニド錠９０ｍｇ「テバ」,dm
622198001,グリメピリド錠０．５ｍｇ「日新」,dm
622201701,スイニー錠１００ｍｇ,dm
622202201,グリメピリド錠０．５ｍｇ「タナベ」,dm
622202801,グリメピリドＯＤ錠０．５ｍｇ「ＫＮ」,dm
622205101,グリメピリド錠０．５ｍｇ「ＪＧ」,dm
622205501,グリメピリド錠０．５ｍｇ「ファイザー」,dm
622208901,グリメピリド錠０．５ｍｇ「ケミファ」,dm
622211501,グリメピリド錠０．５ｍｇ「ＦＦＰ」,dm
622217701,アマリールＯＤ錠０．５ｍｇ,dm
622219701,グリメピリド錠０．５ｍｇ「サワイ」,dm
622221001,グリメピリド錠０．５ｍｇ「科研」,dm
622222001,グリメピリド錠０．５ｍｇ「ＴＣＫ」,dm
622230001,ナテグリニド錠３０ｍｇ「日医工」,dm
622230101,ナテグリニド錠９０ｍｇ「日医工」,dm
622242001,グリメピリドＯＤ錠０．５ｍｇ「テバ」,dm
622242501,メトグルコ錠５００ｍｇ,dm
622245601,オングリザ錠２．５ｍｇ,dm
622245701,オングリザ錠５ｍｇ,dm
622246801,グリメピリド錠０．５ｍｇ「モチダ」,dm
622252501,グリメピリドＯＤ錠０．５ｍｇ「ケミファ」,dm
622254701,グリメピリドＯＤ錠０．５ｍｇ「ＡＦＰ」,dm
622271101,グリメピリドＯＤ錠０．５ｍｇ「日医工」,dm
622271201,グリメピリドＯＤ錠１ｍｇ「日医工」,dm
622271301,グリメピリドＯＤ錠３ｍｇ「日医工」,dm
622277501,ジャヌビア錠１２．５ｍｇ,dm
622288401,グラクティブ錠１２．５ｍｇ,dm
622302201,アカルボース錠５０ｍｇ「ＴＣＫ」,dm
622302301,アカルボース錠１００ｍｇ「ＴＣＫ」,dm
622306601,スーグラ錠２５ｍｇ,dm
622306701,スーグラ錠５０ｍｇ,dm
622320800,ピオグリタゾン塩酸塩１５ｍｇ錠,dm
622320900,ピオグリタゾン塩酸塩３０ｍｇ錠,dm
622335701,ルセフィ錠２．５ｍｇ,dm
622335801,ルセフィ錠５ｍｇ,dm
622336801,デベルザ錠２０ｍｇ,dm
622338501,グリメピリドＯＤ錠０．５ｍｇ「トーワ」,dm
622338601,グリメピリドＯＤ錠１ｍｇ「トーワ」,dm
622338701,グリメピリドＯＤ錠３ｍｇ「トーワ」,dm
622340101,アプルウェイ錠２０ｍｇ,dm
622341901,フォシーガ錠５ｍｇ,dm
622342001,フォシーガ錠１０ｍｇ,dm
622360601,カナグル錠１００ｍｇ,dm
622401201,ジャディアンス錠１０ｍｇ,dm
622401301,ジャディアンス錠２５ｍｇ,dm
622412701,メトホルミン塩酸塩錠２５０ｍｇＭＴ「トーワ」,dm
622415401,ザファテック錠５０ｍｇ,dm
622415501,ザファテック錠１００ｍｇ,dm
622417101,メトホルミン塩酸塩錠２５０ｍｇＭＴ「ファイザー」,dm
622417201,メトホルミン塩酸塩錠５００ｍｇＭＴ「ファイザー」,dm
622421101,メトホルミン塩酸塩錠２５０ｍｇＭＴ「ＴＥ」,dm
622421201,メトホルミン塩酸塩錠５００ｍｇＭＴ「ＴＥ」,dm
622421901,メトホルミン塩酸塩錠２５０ｍｇＭＴ「ＪＧ」,dm
622422001,メトホルミン塩酸塩錠５００ｍｇＭＴ「ＪＧ」,dm
622424401,メトホルミン塩酸塩錠２５０ｍｇＭＴ「ＴＣＫ」,dm
622424501,メトホルミン塩酸塩錠５００ｍｇＭＴ「ＴＣＫ」,dm
622426601,セイブルＯＤ錠５０ｍｇ,dm
622426701,セイブルＯＤ錠７５ｍｇ,dm
622427201,メトホルミン塩酸塩錠２５０ｍｇＭＴ「ＤＳＥＰ」,dm
622427301,メトホルミン塩酸塩錠５００ｍｇＭＴ「ＤＳＥＰ」,dm
622432501,セイブルＯＤ錠２５ｍｇ,dm
622432601,メトホルミン塩酸塩錠２５０ｍｇＭＴ「三和」,dm
622432701,メトホルミン塩酸塩錠５００ｍｇＭＴ「三和」,dm
622436301,メトホルミン塩酸塩錠２５０ｍｇＭＴ「日医工」,dm
622438401,メトホルミン塩酸塩錠２５０ｍｇＭＴ「ニプロ」,dm
622438501,メトホルミン塩酸塩錠５００ｍｇＭＴ「ニプロ」,dm
622448601,メトホルミン塩酸塩錠５００ｍｇＭＴ「トーワ」,dm
622448901,マリゼブ錠２５ｍｇ,dm
622449001,マリゼブ錠１２．５ｍｇ,dm
622450301,エクメット配合錠ＬＤ,dm
622450401,エクメット配合錠ＨＤ,dm
622462401,グルファストＯＤ錠５ｍｇ,dm
622462501,グルファストＯＤ錠１０ｍｇ,dm
622466601,メトホルミン塩酸塩錠５００ｍｇＭＴ「日医工」,dm
622515201,ミチグリニドＣａ・ＯＤ錠５ｍｇ「ＴＣＫ」,dm
622515301,ミチグリニドＣａ・ＯＤ錠１０ｍｇ「ＴＣＫ」,dm
622517101,イニシンク配合錠,dm
622518101,ミチグリニドＣａ・ＯＤ錠５ｍｇ「ＦＦＰ」,dm
622518201,ミチグリニドＣａ・ＯＤ錠１０ｍｇ「ＦＦＰ」,dm
622520901,ミチグリニドＣａ・ＯＤ錠５ｍｇ「三和」,dm
622521001,ミチグリニドＣａ・ＯＤ錠１０ｍｇ「三和」,dm
622523301,ミチグリニドＣａ・ＯＤ錠５ｍｇ「フソー」,dm
622523401,ミチグリニドＣａ・ＯＤ錠１０ｍｇ「フソー」,dm
622525301,ミチグリニドＣａ・ＯＤ錠５ｍｇ「ＪＧ」,dm
622525401,ミチグリニドＣａ・ＯＤ錠１０ｍｇ「ＪＧ」,dm
622544301,ミグリトール錠２５ｍｇ「トーワ」,dm
622544401,ミグリトール錠５０ｍｇ「トーワ」,dm
622544501,ミグリトール錠７５ｍｇ「トーワ」,dm
622560201,ミグリトールＯＤ錠２５ｍｇ「サワイ」,dm
622560301,ミグリトールＯＤ錠５０ｍｇ「サワイ」,dm
622560401,ミグリトールＯＤ錠７５ｍｇ「サワイ」,dm
622573601,カナリア配合錠,dm
622625702,スージャヌ配合錠,dm
622628601,ミグリトールＯＤ錠２５ｍｇ「トーワ」,dm
622628701,ミグリトールＯＤ錠５０ｍｇ「トーワ」,dm
622628801,ミグリトールＯＤ錠７５ｍｇ「トーワ」,dm
