変更区分,マスター種別,医薬品コード,医薬品名・規格名_漢字有効桁数,医薬品名・規格名_漢字名称,医薬品名・規格名_カナ有効桁数,医薬品名・規格名_カナ名称,単位_コード,単位_漢字有効桁数,単位_漢字名称,新又は現金額_金額種別,新又は現金額_新又は現金額,予備,麻薬・毒薬・覚醒剤原料・向精神薬,神経破壊剤,生物学的製剤,後発品,予備.1,歯科特定薬剤,造影（補助）剤,注射容量,収載方式等識別,商品名等関連,旧金額_金額種別,旧金額_旧金額,漢字名称変更区分,カナ名称変更区分,剤形,予備.2,変更年月日,廃止年月日,薬価基準収載医薬品コード,公表順序番号,経過措置年月日又は商品名医薬品コード使用期限,基本漢字名称,薬価基準収載7桁
0,Y,612140518,10,カルデナリン錠２ｍｇ,14,ｶﾙﾃﾞﾅﾘﾝｼﾞｮｳ2MG,16,1,錠,1,59.7,0,0,0,0,0,0,0,0,0,1,0,1,64.6,0,0,1,,20120401,99999999,2149026F3029,3462000,0,カルデナリン錠２ｍｇ,2149026
0,Y,612140519,10,カルデナリン錠４ｍｇ,14,ｶﾙﾃﾞﾅﾘﾝｼﾞｮｳ4MG,16,1,錠,1,113.3,0,0,0,0,0,0,0,0,0,1,0,1,122.9,0,0,1,,20121001,99999999,2149026F4025,3463000,0,カルデナリン錠４ｍｇ,2149026
0,Y,612140526,11,ダウナット錠０．５ｍｇ,15,ﾀﾞｳﾅｯﾄｼﾞｮｳ0.5MG,16,1,錠,1,5.4,0,0,0,0,1,0,0,0,0,0,0,1,5.4,0,0,1,,20120401,99999999,2149002F1063,7446000,0,ダウナット錠０．５ｍｇ,2149002
0,Y,612140540,9,ダウナット錠１ｍｇ,13,ﾀﾞｳﾅｯﾄｼﾞｮｳ1MG,16,1,錠,1,5.6,0,0,0,0,1,0,0,0,0,0,0,1,5.6,0,0,1,,20120401,99999999,2149002F2094,7447000,0,ダウナット錠１ｍｇ,2149002
0,Y,620001954,10,アルフロシン錠１ｍｇ,13,ｱﾙﾌﾛｼﾝｼﾞｮｳ1MG,16,1,錠,1,10.0,0,0,0,0,1,0,0,0,0,1,0,1,11.1,0,0,1,,20131213,99999999,2149026F2030,1139000,20140331,アルフロシン錠１ｍｇ,2149026
0,Y,620001955,10,アルフロシン錠２ｍｇ,13,ｱﾙﾌﾛｼﾝｼﾞｮｳ2MG,16,1,錠,1,17.1,0,0,0,0,1,0,0,0,0,1,0,1,19.2,0,0,1,,20131213,99999999,2149026F3037,1140000,20140331,アルフロシン錠２ｍｇ,2149026
0,Y,620001999,9,カズマリン錠１ｍｇ,13,ｶｽﾞﾏﾘﾝｼﾞｮｳ1MG,16,1,錠,1,15.1,0,0,0,0,1,0,0,0,0,1,0,1,17.4,0,0,1,,20120401,99999999,2149026F2049,3129000,0,カズマリン錠１ｍｇ,2149026
0,Y,620002000,9,カズマリン錠２ｍｇ,13,ｶｽﾞﾏﾘﾝｼﾞｮｳ2MG,16,1,錠,1,24.5,0,0,0,0,1,0,0,0,0,1,0,1,30.2,0,0,1,,20120401,99999999,2149026F3045,3130000,0,カズマリン錠２ｍｇ,2149026
0,Y,620002014,12,カルバドゲン錠０．５ｍｇ,18,ｶﾙﾊﾞﾄﾞｹﾞﾝｼﾞｮｳ0.5MG,16,1,錠,1,10.6,0,0,0,0,1,0,0,0,0,1,0,1,12.0,0,0,1,,20121001,99999999,2149026F1034,3500000,0,カルバドゲン錠０．５ｍｇ,2149026
0,Y,620002015,10,カルバドゲン錠１ｍｇ,16,ｶﾙﾊﾞﾄﾞｹﾞﾝｼﾞｮｳ1MG,16,1,錠,1,11.9,0,0,0,0,1,0,0,0,0,1,0,1,13.8,0,0,1,,20121001,99999999,2149026F2065,3501000,0,カルバドゲン錠１ｍｇ,2149026
0,Y,620002016,10,カルバドゲン錠２ｍｇ,16,ｶﾙﾊﾞﾄﾞｹﾞﾝｼﾞｮｳ2MG,16,1,錠,1,19.8,0,0,0,0,1,0,0,0,0,1,0,1,23.8,0,0,1,,20121001,99999999,2149026F3061,3502000,0,カルバドゲン錠２ｍｇ,2149026
0,Y,620002017,10,カルバドゲン錠４ｍｇ,16,ｶﾙﾊﾞﾄﾞｹﾞﾝｼﾞｮｳ4MG,16,1,錠,1,56.1,0,0,0,0,1,0,0,0,0,1,0,1,63.8,0,0,1,,20121001,99999999,2149026F4033,3503000,0,カルバドゲン錠４ｍｇ,2149026
0,Y,620002020,10,カルメゾシン錠１ｍｇ,14,ｶﾙﾒｿﾞｼﾝｼﾞｮｳ1MG,16,1,錠,1,11.9,0,0,0,0,1,0,0,0,0,1,0,1,13.8,0,0,1,,20120401,99999999,2149026F2073,3551000,0,カルメゾシン錠１ｍｇ,2149026
0,Y,620002021,10,カルメゾシン錠２ｍｇ,14,ｶﾙﾒｿﾞｼﾝｼﾞｮｳ2MG,16,1,錠,1,19.8,0,0,0,0,1,0,0,0,0,1,0,1,22.6,0,0,1,,20120401,99999999,2149026F3070,3552000,0,カルメゾシン錠２ｍｇ,2149026
0,Y,620002059,9,タツゾシン錠１ｍｇ,13,ﾀﾂｿﾞｼﾝｼﾞｮｳ1MG,16,1,錠,1,9.1,0,0,0,0,1,0,0,0,0,1,0,1,9.1,0,0,1,,20120401,99999999,2149026F2081,7647000,0,タツゾシン錠１ｍｇ,2149026
0,Y,620002060,9,タツゾシン錠２ｍｇ,13,ﾀﾂｿﾞｼﾝｼﾞｮｳ2MG,16,1,錠,1,13.6,0,0,0,0,1,0,0,0,0,1,0,1,16.5,0,0,1,,20120401,99999999,2149026F3088,7648000,0,タツゾシン錠２ｍｇ,2149026
0,Y,620002069,9,ドキサゾン錠１ｍｇ,14,ﾄﾞｷｻｿﾞﾝｼﾞｮｳ1MG,16,1,錠,1,15.1,0,0,0,0,1,0,0,0,0,1,0,1,17.4,0,0,1,,20130621,99999999,2149026F2090,8841000,20140331,ドキサゾン錠１ｍｇ,2149026
0,Y,620002070,9,ドキサゾン錠２ｍｇ,14,ﾄﾞｷｻｿﾞﾝｼﾞｮｳ2MG,16,1,錠,1,26.5,0,0,0,0,1,0,0,0,0,1,0,1,31.7,0,0,1,,20130621,99999999,2149026F3096,8842000,20140331,ドキサゾン錠２ｍｇ,2149026
0,Y,620002071,8,ドナシン錠１ｍｇ,12,ﾄﾞﾅｼﾝｼﾞｮｳ1MG,16,1,錠,1,16.0,0,0,0,0,1,0,0,0,0,1,0,1,18.2,0,0,1,,20131213,99999999,2149026F2103,9127000,20140331,ドナシン錠１ｍｇ,2149026
0,Y,620002072,8,ドナシン錠２ｍｇ,12,ﾄﾞﾅｼﾝｼﾞｮｳ2MG,16,1,錠,1,32.4,0,0,0,0,1,0,0,0,0,1,0,1,36.6,0,0,1,,20131213,99999999,2149026F3100,9128000,20140331,ドナシン錠２ｍｇ,2149026
0,Y,620002145,22,メシル酸ドキサゾシン錠１「ＭＥＥＫ」　１ｍｇ,20,ﾒｼﾙｻﾝﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ1ME,16,1,錠,1,16.0,0,0,0,0,1,0,0,0,0,1,0,1,18.2,0,0,1,,20120401,99999999,2149026F2120,13808000,0,メシル酸ドキサゾシン錠１「ＭＥＥＫ」,2149026
0,Y,620002146,22,メシル酸ドキサゾシン錠２「ＭＥＥＫ」　２ｍｇ,20,ﾒｼﾙｻﾝﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ2ME,16,1,錠,1,32.4,0,0,0,0,1,0,0,0,0,1,0,1,38.3,0,0,1,,20120401,99999999,2149026F3126,13810000,0,メシル酸ドキサゾシン錠２「ＭＥＥＫ」,2149026
0,Y,620002706,9,カルドナン錠１ｍｇ,13,ｶﾙﾄﾞﾅﾝｼﾞｮｳ1MG,16,1,錠,1,23.8,0,0,0,0,1,0,0,0,0,1,0,1,26.2,0,0,1,,20121001,99999999,2149026F2146,3469000,0,カルドナン錠１ｍｇ,2149026
0,Y,620002707,9,カルドナン錠２ｍｇ,13,ｶﾙﾄﾞﾅﾝｼﾞｮｳ2MG,16,1,錠,1,42.4,0,0,0,0,1,0,0,0,0,1,0,1,47.0,0,0,1,,20121001,99999999,2149026F3142,3470000,0,カルドナン錠２ｍｇ,2149026
0,Y,620003580,19,ドキサゾシンＭ錠１「ＥＭＥＣ」　１ｍｇ,18,ﾄﾞｷｻｿﾞｼﾝMｼﾞｮｳ1EMEC,16,1,錠,1,16.0,0,0,0,0,1,0,0,0,0,1,0,1,18.2,0,0,1,,20120401,99999999,2149026F2162,8822000,0,ドキサゾシンＭ錠１「ＥＭＥＣ」,2149026
0,Y,620003581,19,ドキサゾシンＭ錠２「ＥＭＥＣ」　２ｍｇ,18,ﾄﾞｷｻｿﾞｼﾝMｼﾞｮｳ2EMEC,16,1,錠,1,32.4,0,0,0,0,1,0,0,0,0,1,0,1,36.6,0,0,1,,20120401,99999999,2149026F3169,8823000,0,ドキサゾシンＭ錠２「ＥＭＥＣ」,2149026
0,Y,620003977,11,タツゾシン錠０．５ｍｇ,15,ﾀﾂｿﾞｼﾝｼﾞｮｳ0.5MG,16,1,錠,1,9.1,0,0,0,0,1,0,0,0,0,1,0,1,9.1,0,0,1,,20120401,99999999,2149026F1042,7646000,0,タツゾシン錠０．５ｍｇ,2149026
0,Y,620003978,9,タツゾシン錠４ｍｇ,13,ﾀﾂｿﾞｼﾝｼﾞｮｳ4MG,16,1,錠,1,28.9,0,0,0,0,1,0,0,0,0,1,0,1,34.1,0,0,1,,20120401,99999999,2149026F4041,7649000,0,タツゾシン錠４ｍｇ,2149026
0,Y,620004467,18,カタプレス錠７５μｇ　０．０７５ｍｇ,17,ｶﾀﾌﾟﾚｽｼﾞｮｳ75ﾏｲｸﾛG,16,1,錠,1,5.8,0,0,0,0,0,0,0,0,0,0,0,1,6.1,0,0,1,,20120401,99999999,2149001F1034,3156000,0,カタプレス錠７５μｇ,2149001
0,Y,620004468,18,カタプレス錠１５０μｇ　０．１５ｍｇ,18,ｶﾀﾌﾟﾚｽｼﾞｮｳ150ﾏｲｸﾛG,16,1,錠,1,9.6,0,0,0,0,0,0,0,0,0,0,0,1,10.0,0,0,1,,20120401,99999999,2149001F2065,3158000,0,カタプレス錠１５０μｇ,2149001
0,Y,620005935,14,エブランチルカプセル１５ｍｇ,16,ｴﾌﾞﾗﾝﾁﾙｶﾌﾟｾﾙ15MG,15,4,カプセル,1,18.5,0,0,0,0,0,0,0,0,0,0,0,1,19.4,0,0,1,,20120401,99999999,2149020N1031,2370000,0,エブランチルカプセル１５ｍｇ,2149020
0,Y,620005936,14,エブランチルカプセル３０ｍｇ,16,ｴﾌﾞﾗﾝﾁﾙｶﾌﾟｾﾙ30MG,15,4,カプセル,1,33.4,0,0,0,0,0,0,0,0,0,0,0,1,35.0,0,0,1,,20120401,99999999,2149020N2038,2371000,0,エブランチルカプセル３０ｍｇ,2149020
0,Y,620007160,9,ワイテンス錠２ｍｇ,12,ﾜｲﾃﾝｽｼﾞｮｳ2MG,16,1,錠,1,16.3,0,0,0,0,0,0,0,0,0,0,0,1,16.9,0,0,1,,20120401,99999999,2149017F1035,15676000,0,ワイテンス錠２ｍｇ,2149017
0,Y,620009394,17,ドキサゾシン錠０．５ｍｇ「タナベ」,20,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ0.5MGﾀﾅﾍ,16,1,錠,1,9.4,0,0,0,0,1,0,0,0,0,1,0,1,9.4,0,0,1,,20120401,99999999,2149026F1050,8827000,0,ドキサゾシン錠０．５ｍｇ「タナベ」,2149026
0,Y,620009395,15,ドキサゾシン錠１ｍｇ「タナベ」,19,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ1MGﾀﾅﾍﾞ,16,1,錠,1,10.0,0,0,0,0,1,0,0,0,0,1,0,1,11.1,0,0,1,,20120401,99999999,2149026F2170,8830000,0,ドキサゾシン錠１ｍｇ「タナベ」,2149026
0,Y,620009396,15,ドキサゾシン錠２ｍｇ「タナベ」,19,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ2MGﾀﾅﾍﾞ,16,1,錠,1,17.1,0,0,0,0,1,0,0,0,0,1,0,1,19.2,0,0,1,,20120401,99999999,2149026F3177,8833000,0,ドキサゾシン錠２ｍｇ「タナベ」,2149026
0,Y,620009397,15,ドキサゾシン錠４ｍｇ「タナベ」,19,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ4MGﾀﾅﾍﾞ,16,1,錠,1,34.8,0,0,0,0,1,0,0,0,0,1,0,1,39.3,0,0,1,,20120401,99999999,2149026F4050,8838000,0,ドキサゾシン錠４ｍｇ「タナベ」,2149026
0,Y,620009442,26,メシル酸ドキサゾシン錠０．５「ＭＥＥＫ」　０．５ｍｇ,20,ﾒｼﾙｻﾝﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ0.5,16,1,錠,1,10.6,0,0,0,0,1,0,0,0,0,1,0,1,11.0,0,0,1,,20120401,99999999,2149026F1069,13807000,0,メシル酸ドキサゾシン錠０．５「ＭＥＥＫ」,2149026
0,Y,620009443,22,メシル酸ドキサゾシン錠４「ＭＥＥＫ」　４ｍｇ,20,ﾒｼﾙｻﾝﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ4ME,16,1,錠,1,77.9,0,0,0,0,1,0,0,0,0,1,0,1,85.4,0,0,1,,20120401,99999999,2149026F4068,13812000,0,メシル酸ドキサゾシン錠４「ＭＥＥＫ」,2149026
0,Y,621628601,14,ドキサゾシン錠１ｍｇ「ＮＰ」,17,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ1MGNP,16,1,錠,1,10.0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1,,20131213,99999999,2149026F2227,0,0,ドキサゾシン錠１ｍｇ「ＮＰ」,2149026
0,Y,621628701,14,ドキサゾシン錠２ｍｇ「ＮＰ」,17,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ2MGNP,16,1,錠,1,17.1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1,,20131213,99999999,2149026F3223,0,0,ドキサゾシン錠２ｍｇ「ＮＰ」,2149026
0,Y,621631801,15,ドキサゾシン錠１ｍｇ「サワイ」,18,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ1MGｻﾜｲ,16,1,錠,1,15.1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1,,20120622,99999999,2149026F2200,0,0,ドキサゾシン錠１ｍｇ「サワイ」,2149026
0,Y,621631901,15,ドキサゾシン錠２ｍｇ「サワイ」,18,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ2MGｻﾜｲ,16,1,錠,1,26.5,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1,,20120622,99999999,2149026F3207,0,0,ドキサゾシン錠２ｍｇ「サワイ」,2149026
0,Y,621636401,15,ドキサゾシン錠１ｍｇ「日医工」,20,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ1MGﾆﾁｲｺｳ,16,1,錠,1,15.1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1,,20130621,99999999,2149026F2219,0,0,ドキサゾシン錠１ｍｇ「日医工」,2149026
0,Y,621636501,15,ドキサゾシン錠２ｍｇ「日医工」,20,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ2MGﾆﾁｲｺｳ,16,1,錠,1,26.5,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1,,20130621,99999999,2149026F3215,0,0,ドキサゾシン錠２ｍｇ「日医工」,2149026
0,Y,621636601,15,ドキサゾシン錠１ｍｇ「トーワ」,18,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ1MGﾄｰﾜ,16,1,錠,1,16.0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1,,20131213,99999999,2149026F2235,0,0,ドキサゾシン錠１ｍｇ「トーワ」,2149026
0,Y,621636701,15,ドキサゾシン錠２ｍｇ「トーワ」,18,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ2MGﾄｰﾜ,16,1,錠,1,32.4,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1,,20131213,99999999,2149026F3231,0,0,ドキサゾシン錠２ｍｇ「トーワ」,2149026
0,Y,621641601,14,ドキサゾシン錠１ｍｇ「ＹＤ」,17,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ1MGYD,16,1,錠,1,11.9,0,0,0,0,1,0,0,0,0,1,0,1,13.8,0,0,1,,20120401,99999999,2149026F2189,8831000,0,ドキサゾシン錠１ｍｇ「ＹＤ」,2149026
0,Y,621641701,14,ドキサゾシン錠２ｍｇ「ＹＤ」,17,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ2MGYD,16,1,錠,1,24.5,0,0,0,0,1,0,0,0,0,1,0,1,26.8,0,0,1,,20120401,99999999,2149026F3185,8834000,0,ドキサゾシン錠２ｍｇ「ＹＤ」,2149026
0,Y,622049501,17,ドキサゾシン錠０．５ｍｇ「アメル」,20,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ0.5MGｱﾒﾙ,16,1,錠,1,9.1,0,0,0,0,1,0,0,0,0,1,0,1,9.1,0,0,1,,20120401,99999999,2149026F1093,8824000,0,ドキサゾシン錠０．５ｍｇ「アメル」,2149026
0,Y,622049601,15,ドキサゾシン錠１ｍｇ「アメル」,18,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ1MGｱﾒﾙ,16,1,錠,1,9.1,0,0,0,0,1,0,0,0,0,1,0,1,9.1,0,0,1,,20120401,99999999,2149026F2197,8829000,0,ドキサゾシン錠１ｍｇ「アメル」,2149026
0,Y,622049701,15,ドキサゾシン錠２ｍｇ「アメル」,18,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ2MGｱﾒﾙ,16,1,錠,1,13.6,0,0,0,0,1,0,0,0,0,1,0,1,16.5,0,0,1,,20120401,99999999,2149026F3193,8832000,0,ドキサゾシン錠２ｍｇ「アメル」,2149026
0,Y,622049801,15,ドキサゾシン錠４ｍｇ「アメル」,18,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ4MGｱﾒﾙ,16,1,錠,1,28.9,0,0,0,0,1,0,0,0,0,1,0,1,34.1,0,0,1,,20120401,99999999,2149026F4092,8835000,0,ドキサゾシン錠４ｍｇ「アメル」,2149026
0,Y,622054201,12,カルメゾシン錠０．５ｍｇ,16,ｶﾙﾒｿﾞｼﾝｼﾞｮｳ0.5MG,16,1,錠,1,8.4,0,0,0,0,1,0,0,0,0,1,0,1,8.4,0,0,1,,20120401,99999999,2149026F1085,3550000,0,カルメゾシン錠０．５ｍｇ,2149026
0,Y,622060701,10,カルメゾシン錠４ｍｇ,14,ｶﾙﾒｿﾞｼﾝｼﾞｮｳ4MG,16,1,錠,1,34.8,0,0,0,0,1,0,0,0,0,1,0,1,37.0,0,0,1,,20120401,99999999,2149026F4084,3553000,0,カルメゾシン錠４ｍｇ,2149026
0,Y,622063901,11,カズマリン錠０．５ｍｇ,15,ｶｽﾞﾏﾘﾝｼﾞｮｳ0.5MG,16,1,錠,1,9.6,0,0,0,0,1,0,0,0,0,1,0,1,10.0,0,0,1,,20120401,99999999,2149026F1077,3128000,0,カズマリン錠０．５ｍｇ,2149026
0,Y,622064001,9,カズマリン錠４ｍｇ,13,ｶｽﾞﾏﾘﾝｼﾞｮｳ4MG,16,1,錠,1,44.2,0,0,0,0,1,0,0,0,0,1,0,1,52.4,0,0,1,,20120401,99999999,2149026F4076,3131000,0,カズマリン錠４ｍｇ,2149026
0,Y,622076001,18,ドキサゾシン錠０．５ｍｇ「ＥＭＥＣ」,20,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ0.5MGEME,16,1,錠,1,9.2,0,0,0,0,1,0,0,0,0,1,0,1,9.2,0,0,1,,20120401,99999999,2149026F1123,8825000,0,ドキサゾシン錠０．５ｍｇ「ＥＭＥＣ」,2149026
0,Y,622076101,16,ドキサゾシン錠４ｍｇ「ＥＭＥＣ」,19,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ4MGEMEC,16,1,錠,1,64.5,0,0,0,0,1,0,0,0,0,1,0,1,73.2,0,0,1,,20120401,99999999,2149026F4122,8836000,0,ドキサゾシン錠４ｍｇ「ＥＭＥＣ」,2149026
0,Y,622098601,11,カルドナン錠０．５ｍｇ,15,ｶﾙﾄﾞﾅﾝｼﾞｮｳ0.5MG,16,1,錠,1,13.3,0,0,0,0,1,0,0,0,0,1,0,1,14.6,0,0,1,,20120401,99999999,2149026F1115,3468000,0,カルドナン錠０．５ｍｇ,2149026
0,Y,622098701,9,カルドナン錠４ｍｇ,13,ｶﾙﾄﾞﾅﾝｼﾞｮｳ4MG,16,1,錠,1,77.9,0,0,0,0,1,0,0,0,0,1,0,1,84.3,0,0,1,,20120401,99999999,2149026F4114,3471000,0,カルドナン錠４ｍｇ,2149026
0,Y,622099401,17,ドキサゾシン錠０．５ｍｇ「サワイ」,20,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ0.5MGｻﾜｲ,16,1,錠,1,9.6,0,0,0,0,1,0,0,0,0,1,0,1,10.0,0,0,1,,20120401,99999999,2149026F1140,8826000,0,ドキサゾシン錠０．５ｍｇ「サワイ」,2149026
0,Y,622099501,15,ドキサゾシン錠４ｍｇ「サワイ」,18,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ4MGｻﾜｲ,16,1,錠,1,44.2,0,0,0,0,1,0,0,0,0,1,0,1,52.4,0,0,1,,20120401,99999999,2149026F4149,8837000,0,ドキサゾシン錠４ｍｇ「サワイ」,2149026
0,Y,622110101,10,ドナシン錠０．５ｍｇ,14,ﾄﾞﾅｼﾝｼﾞｮｳ0.5MG,16,1,錠,1,9.2,0,0,0,0,1,0,0,0,0,1,0,1,9.2,0,0,1,,20131213,99999999,2149026F1166,9126000,20140331,ドナシン錠０．５ｍｇ,2149026
0,Y,622110102,17,ドキサゾシン錠０．５ｍｇ「トーワ」,20,ﾄﾞｷｻｿﾞｼﾝｼﾞｮｳ0.5MGﾄｰﾜ,16,1,錠,1,9.2,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1,,20131213,99999999,2149026F1190,0,0,ドキサゾシン錠０．５ｍｇ「トーワ」,2149026
